Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty Full Midcap 100,01-04-2016,-,-,-,3935.07,17.15,0.44,180269828,2776.50,26.81,1.90,1.36
Nifty Full Midcap 100,04-04-2016,-,-,-,3947.23,12.16,0.31,147831104,2462.24,26.93,1.91,1.36
Nifty Full Midcap 100,05-04-2016,-,-,-,3872.89,-74.34,-1.88,193218699,3127.25,26.42,1.87,1.38
Nifty Full Midcap 100,06-04-2016,-,-,-,3895.42,22.53,0.58,153542703,26656.46,26.54,1.89,1.37
Nifty Full Midcap 100,07-04-2016,-,-,-,3870.89,-24.53,-0.63,191228337,2673.87,26.37,1.87,1.38
Nifty Full Midcap 100,08-04-2016,-,-,-,3892.47,21.58,0.56,166767631,2759.83,26.52,1.88,1.38
Nifty Full Midcap 100,11-04-2016,-,-,-,3932.95,40.48,1.04,167774894,3208.64,26.79,1.90,1.36
Nifty Full Midcap 100,12-04-2016,-,-,-,3965.24,32.30,0.82,166967690,3491.63,27.01,1.92,1.35
Nifty Full Midcap 100,13-04-2016,-,-,-,4014.53,49.29,1.24,169966772,3068.78,27.35,1.94,1.33
Nifty Full Midcap 100,18-04-2016,-,-,-,4065.46,50.92,1.27,182272715,2928.19,27.69,1.97,1.32
Nifty Full Midcap 100,20-04-2016,-,-,-,4086.99,21.53,0.53,254703762,3686.33,27.84,1.98,1.31
Nifty Full Midcap 100,21-04-2016,-,-,-,4062.41,-24.58,-0.60,188562168,3088.34,27.60,1.97,1.32
Nifty Full Midcap 100,22-04-2016,-,-,-,4066.12,3.71,0.09,149858751,2603.26,27.63,1.97,1.32
Nifty Full Midcap 100,25-04-2016,-,-,-,4057.92,-8.20,-0.20,162829589,2708.86,27.54,1.96,1.33
Nifty Full Midcap 100,26-04-2016,-,-,-,4102.06,44.14,1.09,182815399,2957.61,27.84,1.98,1.31
Nifty Full Midcap 100,27-04-2016,-,-,-,4111.94,9.88,0.24,160800851,2798.45,27.84,1.99,1.31
Nifty Full Midcap 100,28-04-2016,-,-,-,4052.69,-59.25,-1.44,251151479,3979.19,27.44,1.96,1.33
Nifty Full Midcap 100,29-04-2016,-,-,-,4056.05,3.36,0.08,229610168,3057.61,27.36,1.96,1.33
Nifty Full Midcap 100,02-05-2016,-,-,-,4071.15,15.10,0.37,205526690,2673.03,27.38,1.97,1.32
Nifty Full Midcap 100,03-05-2016,-,-,-,4042.49,-28.66,-0.70,203707957,3447.56,27.19,1.95,1.33
Nifty Full Midcap 100,04-05-2016,-,-,-,3995.59,-46.90,-1.16,217942041,3426.48,28.16,1.93,1.35
Nifty Full Midcap 100,05-05-2016,-,-,-,3984.93,-10.67,-0.27,163069468,2904.33,28.06,1.93,1.35
Nifty Full Midcap 100,06-05-2016,-,-,-,3989.98,5.06,0.13,188279642,2658.80,28.09,1.93,1.35
Nifty Full Midcap 100,09-05-2016,-,-,-,4045.02,55.03,1.38,167435394,3020.27,28.31,1.95,1.33
Nifty Full Midcap 100,10-05-2016,-,-,-,4042.50,-2.52,-0.06,154570479,2682.72,28.22,1.95,1.33
Nifty Full Midcap 100,11-05-2016,-,-,-,4026.51,-15.98,-0.40,160994647,2896.35,28.99,1.94,1.33
Nifty Full Midcap 100,12-05-2016,-,-,-,4053.37,26.86,0.67,139842728,2558.19,29.22,1.96,1.32
Nifty Full Midcap 100,13-05-2016,-,-,-,4048.84,-4.53,-0.11,189624821,3047.72,29.18,1.96,1.33
Nifty Full Midcap 100,16-05-2016,-,-,-,4052.68,3.84,0.09,153033100,2647.96,30.19,1.96,1.32
Nifty Full Midcap 100,17-05-2016,-,-,-,4066.52,13.84,0.34,166740304,3056.03,30.54,1.96,1.32
Nifty Full Midcap 100,18-05-2016,-,-,-,4077.90,11.38,0.28,160216302,2612.59,31.45,1.97,1.32
Nifty Full Midcap 100,19-05-2016,-,-,-,4016.26,-61.64,-1.51,160793757,2853.87,30.65,1.94,1.34
Nifty Full Midcap 100,20-05-2016,-,-,-,4000.11,-16.16,-0.40,140163805,2528.37,30.44,1.93,1.34
Nifty Full Midcap 100,23-05-2016,-,-,-,3980.76,-19.35,-0.48,155903911,2759.13,30.60,1.92,1.35
Nifty Full Midcap 100,24-05-2016,-,-,-,3962.86,-17.9,-.45,153888775,3436.51,32.51,1.91,1.35
Nifty Full Midcap 100,25-05-2016,-,-,-,4009.56,46.7,1.18,145224561,2629.4,32.63,1.94,1.34
Nifty Full Midcap 100,26-05-2016,-,-,-,4053.91,44.35,1.11,228567452,3502.66,36.28,1.96,1.32
Nifty Full Midcap 100,27-05-2016,-,-,-,4093.47,39.56,.98,222118875,3393.77,35.35,2.01,1.3
Nifty Full Midcap 100,30-05-2016,-,-,-,4117.12,23.64,.58,161935622,2511.67,37.41,2.02,1.29
Nifty Full Midcap 100,31-05-2016,-,-,-,4113.1,-4.02,-.1,243142673,3854.81,37.36,2.02,1.29
Nifty Full Midcap 100,01-06-2016,-,-,-,4091.36,-21.74,-.53,165115147,2603.68,38.94,2,1.3
Nifty Full Midcap 100,02-06-2016,-,-,-,4111.51,20.15,.49,140058904,2386.36,39.13,2.01,1.29
Nifty Full Midcap 100,03-06-2016,-,-,-,4084.74,-26.76,-.65,133229553,2502.21,38.75,2,1.3
Nifty Full Midcap 100,06-06-2016,-,-,-,4093.85,9.11,.22,124959275,2094.52,38.7,2.01,1.29
Nifty Full Midcap 100,07-06-2016,-,-,-,4129.67,35.82,.87,157060749,2494.97,39.03,2.03,1.28
Nifty Full Midcap 100,08-06-2016,-,-,-,4157.19,27.52,.67,223195403,2780.54,39.29,2.04,1.27
Nifty Full Midcap 100,09-06-2016,-,-,-,4146.9,-10.29,-.25,233571475,2738.98,39.2,2.04,1.28
Nifty Full Midcap 100,10-06-2016,-,-,-,4136.83,-10.07,-.24,220717973,2718.32,39.1,2.02,1.19
Nifty Full Midcap 100,13-06-2016,-,-,-,4108.81,-28.02,-.68,144829940,1983.63,38.84,2.01,1.2
Nifty Full Midcap 100,14-06-2016,-,-,-,4143.14,34.33,.84,198662438,2300.36,39.16,2.03,1.19
Nifty Full Midcap 100,15-06-2016,-,-,-,4167.87,24.73,.6,196766214,2502.41,39.4,2.04,1.18
Nifty Full Midcap 100,16-06-2016,-,-,-,4146.68,-21.19,-0.51,234592666,2616.96,39.19,2.03,1.19
Nifty Full Midcap 100,17-06-2016,-,-,-,4153.56,6.88,0.17,196022870,2418.25,39.26,2.03,1.19
Nifty Full Midcap 100,20-06-2016,-,-,-,4177.49,23.93,0.58,181090274,2883.91,39.46,2.04,1.18
Nifty Full Midcap 100,21-06-2016,-,-,-,4188.84,11.35,0.27,155564847,2790.05,39.57,2.05,1.18
Nifty Full Midcap 100,22-06-2016,-,-,-,4166.35,-22.49,-0.54,159491586,2632.21,39.36,2.04,1.19
Nifty Full Midcap 100,23-06-2016,-,-,-,4171.72,5.37,0.13,145362908,2120.49,39.41,2.04,1.18
Nifty Full Midcap 100,24-06-2016,-,-,-,4112.20,-59.52,-1.43,252624118,3264.96,38.84,2.01,1.17
Nifty Full Midcap 100,27-06-2016,-,-,-,4153.08,40.88,0.99,152096297,2415.67,39.23,2.03,1.16
Nifty Full Midcap 100,28-06-2016,-,-,-,4179.05,25.97,0.63,163444737,2658.64,39.48,2.04,1.15
Nifty Full Midcap 100,29-06-2016,-,-,-,4221.99,42.94,1.03,157374138,2719.43,39.88,2.06,1.14
Nifty Full Midcap 100,30-06-2016,-,-,-,4260.76,38.77,0.92,322787280,4388.67,40.25,2.08,1.13
Nifty Full Midcap 100,01-07-2016,-,-,-,4302.51,41.75,0.98,205351568,2963.67,40.64,2.10,1.12
Nifty Full Midcap 100,04-07-2016,-,-,-,4352.15,49.64,1.15,196374333,3135,41.11,2.13,1.11
Nifty Full Midcap 100,05-07-2016,-,-,-,4352.82,0.67,0.02,237326270,3142.33,41.12,2.13,1.11
Nifty Full Midcap 100,07/07/2016,-,-,-,4345.02,-7.80,-0.18,175629652,2935.08,41.04,2.13,1.11
Nifty Full Midcap 100,08-07-2016,-,-,-,4331.72,-13.31,-.31,152208276,2326.62,40.92,2.12,1.11
Nifty Full Midcap 100,11-07-2016,-,-,-,4386.03,54.31,1.25,218097512,2791.21,41.43,2.15,1.10
Nifty Full Midcap 100,12-07-2016,-,-,-,4398.93,12.90,0.29,248218360,3012.85,41.55,2.15,1.09
Nifty Full Midcap 100,13-07-2016,-,-,-,4356.85,-42.07,-0.96,252212216,3126.38,41.15,2.13,1.10
Nifty Full Midcap 100,14-07-2016,-,-,-,4382.46,25.61,0.59,210211638,3222.92,41.41,2.14,1.10
Nifty Full Midcap 100,15-07-2016,-,-,-,4347.53,-34.93,-0.80,173807520,2648.99,41.08,2.13,1.11
Nifty Full Midcap 100,18-07-2016,-,-,-,4316.59,-30.94,-0.71,167564238,2687.16,40.79,2.11,1.11
Nifty Full Midcap 100,19-07-2016,-,-,-,4322.45,5.86,0.14,181285926,2915.62,40.84,2.11,1.11
Nifty Full Midcap 100,20-07-2016,-,-,-,4376.08,53.63,1.24,153705492,3336.50,41.35,2.14,1.10
Nifty Full Midcap 100,21-07-2016,-,-,-,4339.25,-36.83,-0.84,174408542,3794.79,41.00,2.12,1.11
Nifty Full Midcap 100,22-07-2016,-,-,-,4383.70,44.46,1.02,213021008,5227.22,41.42,2.14,1.10
Nifty Full Midcap 100,25-07-2016,-,-,-,4426.99,43.29,0.99,205319438,3846.28,41.83,2.14,1.08
Nifty Full Midcap 100,26-07-2016,-,-,-,4392.70,-34.29,-0.77,296291531,5077.44,41.51,2.18,0.99
Nifty Full Midcap 100,27-07-2016,-,-,-,4417.72,25.02,0.57,258146659,3990.91,41.74,2.19,0.99
Nifty Full Midcap 100,28-07-2016,-,-,-,4446.27,28.55,0.65,293750242,4968.03,41.56,2.20,0.99
Nifty Full Midcap 100,29-07-2016,-,-,-,4477.42,31.15,0.70,210848534,4375.88,41.85,2.19,0.89
Nifty Full Midcap 100,01-08-2016,-,-,-,4494.65,17.23,0.38,230713217,4345.41,42.01,2.20,0.88
Nifty Full Midcap 100,02-08-2016,-,-,-,4465.67,-28.98,-0.64,229881674,4675.08,41.74,2.18,0.89
Nifty Full Midcap 100,03-08-2016,-,-,-,4401.79,-63.88,-1.43,202686752,3995.90,41.15,2.15,0.90
Nifty Full Midcap 100,04-08-2016,-,-,-,4427.92,26.14,0.59,205377902,3915.16,41.39,2.16,0.90
Nifty Full Midcap 100,05-08-2016,-,-,-,4500.86,72.94,1.65,204753371,3597.74,42.07,2.20,0.88
Nifty Full Midcap 100,08-08-2016,-,-,-,4530.40,29.53,0.66,179446992,4167.08,42.35,2.21,0.88
Nifty Full Midcap 100,09-08-2016,-,-,-,4517.43,-12.96,-0.29,264799813,5084.60,42.23,2.21,0.88
Nifty Full Midcap 100,10-08-2016,-,-,-,4465.23,-52.20,-1.16,204468590,4172.13,41.74,2.18,0.89
Nifty Full Midcap 100,11-08-2016,-,-,-,4469.74,4.51,0.10,178885385,3842.90,41.78,2.17,0.88
Nifty Full Midcap 100,12-08-2016,-,-,-,4486.68,16.94,0.38,186595959,3427.57,41.94,2.19,0.88
Nifty Full Midcap 100,16-08-2016,-,-,-,4504.87,18.19,0.41,173934433,3711.88,42.11,2.20,0.87
Nifty Full Midcap 100,17-08-2016,-,-,-,4538.73,33.86,0.75,171508013,3800.03,42.43,2.21,0.87
Nifty Full Midcap 100,18-08-2016,-,-,-,4588.27,49.54,1.09,176745747,4122.68,42.89,2.24,0.86
Nifty Full Midcap 100,19-08-2016,-,-,-,4627.10,38.83,0.85,195220117,4023.34,43.25,2.25,0.85
Nifty Full Midcap 100,22-08-2016,-,-,-,4587.65,-39.46,-0.85,152338386,3563.37,42.88,2.24,0.86
Nifty Full Midcap 100,23-08-2016,-,-,-,4588.72,1.07,0.02,161748533,3673.38,47.11,2.24,0.86
Nifty Full Midcap 100,24-08-2016,-,-,-,4616.91,28.19,0.61,150624150,3350.59,47.40,2.25,0.85
Nifty Full Midcap 100,25-08-2016,-,-,-,4601.07,-15.84,-0.34,406247238,5944.54,47.23,2.24,0.86
Nifty Full Midcap 100,26-08-2016,-,-,-,4606.69,5.61,0.12,227445217,4201.73,49.60,2.22,0.85
Nifty Full Midcap 100,29-08-2016,-,-,-,4630.05,23.36,0.51,175802786,3189.62,49.85,2.24,0.84
Nifty Full Midcap 100,30-08-2016,-,-,-,4690.43,60.38,1.3,208414760,3991.3,51.8,2.27,0.83
Nifty Full Midcap 100,31-08-2016,-,-,-,4700.48,10.05,0.21,272640134,4201.62,51.91,2.27,0.83
Nifty Full Midcap 100,01-09-2016,-,-,-,4670.68,-29.81,-0.63,197156322,3461.84,51.59,2.26,0.84
Nifty Full Midcap 100,02-09-2016,-,-,-,4700.82,30.14,0.65,127911940,2909.24,51.92,2.27,0.83
Nifty Full Midcap 100,06-09-2016,-,-,-,4767.59,66.77,1.42,174323820,3711.21,52.66,2.30,0.82
Nifty Full Midcap 100,07-09-2016,-,-,-,4779.26,11.67,0.24,260484009,4605.29,52.97,2.30,0.82
Nifty Full Midcap 100,08-09-2016,-,-,-,4817.00,37.74,0.79,281483153,4080.95,53.39,2.32,0.81
Nifty Full Midcap 100,09-09-2016,-,-,-,4784.11,-32.89,-0.68,288582189,4260.71,53.02,2.31,0.82
Nifty Full Midcap 100,12-09-2016,-,-,-,4636.36,-147.75,-3.09,214024578,3553.72,52.62,2.23,0.85
Nifty Full Midcap 100,14-09-2016,-,-,-,4710.26,73.90,1.59,227979466,4398.49,53.46,2.27,0.83
Nifty Full Midcap 100,15-09-2016,-,-,-,4719.94,9.68,0.21,209844126,4001.01,53.57,2.28,0.83
Nifty Full Midcap 100,16-09-2016,-,-,-,4724.54,4.6,0.1,294992155,6262.47,53.62,2.27,0.84
Nifty Full Midcap 100,19-09-2016,-,-,-,4750.69,26.15,0.55,155846687,3601.14,53.92,2.28,0.84
Nifty Full Midcap 100,20-09-2016,-,-,-,4726.59,-24.10,-0.51,152568375,3818.63,53.54,2.27,0.84
Nifty Full Midcap 100,21-09-2016,-,-,-,4719.67,-6.92,-0.15,143882135,3678.42,53.38,2.27,0.84
Nifty Full Midcap 100,22-09-2016,-,-,-,4792.12,72.45,1.53,185074160,4059.30,54.94,2.30,0.83
Nifty Full Midcap 100,23-09-2016,-,-,-,4804.07,11.95,0.25,189799795,5084.70,55.08,2.31,0.83
Nifty Full Midcap 100,26-09-2016,-,-,-,4773.66,-30.41,-.63,137352018,3821.23,54.57,2.29,.83
Nifty Full Midcap 100,27-09-2016,-,-,-,4773.31,-.34,-.01,161674747,3855.55,54.93,2.28,.84
Nifty Full Midcap 100,28-09-2016,-,-,-,4834.8,61.49,1.29,242835465,4436.93,55.11,2.31,.83
Nifty Full Midcap 100,29-09-2016,-,-,-,4646.12,-188.68,-3.9,395557893,7336.13,53.71,2.22,.86
Nifty Full Midcap 100,30-09-2016,-,-,-,4744.68,98.56,2.12,280242106,4814.52,41.51,2.24,.9
Nifty Full Midcap 100,03-10-2016,-,-,-,4864.9,120.22,2.53,186998311,4342.77,42.43,2.29,.88
Nifty Full Midcap 100,04-10-2016,-,-,-,4905.08,40.18,.83,224426801,4928.98,42.64,2.31,.88
Nifty Full Midcap 100,05-10-2016,-,-,-,4936.19,31.11,.63,230933355,4996.97,42.55,2.33,.87
Nifty Full Midcap 100,06-10-2016,-,-,-,4908.6,-27.59,-.56,220334902,4263.72,42.23,2.31,.87
Nifty Full Midcap 100,07-10-2016,-,-,-,4905.24,-3.36,-.07,198052902,3513.5,42.2,2.31,.88
Nifty Full Midcap 100,10-10-2016,-,-,-,4907.46,2.22,.05,151950596,3041.42,42.3,2.31,.87
Nifty Full Midcap 100,13-10-2016,-,-,-,4838.33,-69.13,-1.41,256763172,4680.28,41.62,2.28,.89
Nifty Full Midcap 100,14-10-2016,-,-,-,4879.14,40.8,.84,221848418,3955.72,41.95,2.3,.88
Nifty Full Midcap 100,17-10-2016,-,-,-,4813.34,-65.8,-1.35,215594491,3956.65,41.22,2.27,.89
Nifty Full Midcap 100,18-10-2016,-,-,-,4888.64,75.3,1.56,203306876,4367.61,42,2.3,.88
Nifty Full Midcap 100,19-10-2016,-,-,-,4886.97,-1.67,-.03,253593552,4687.24,42.03,2.3,.88
Nifty Full Midcap 100,20-10-2016,-,-,-,4907.58,20.61,.42,205595840,3863.72,42.11,2.31,.87
Nifty Full Midcap 100,21-10-2016,-,-,-,4929.14,21.55,.44,168568341,3741.76,42.18,2.32,.87
Nifty Full Midcap 100,24-10-2016,-,-,-,4929.38,.24,0,177461338,3366.92,42.31,2.32,.87
Nifty Full Midcap 100,25-10-2016,-,-,-,4928.96,-.41,-.01,233452814,4542.79,42.83,2.32,.87
Nifty Full Midcap 100,26-10-2016,-,-,-,4883.08,-45.88,-.93,281963469,4992.86,42.55,2.3,.88
Nifty Full Midcap 100,27-10-2016,-,-,-,4830.08,-53.01,-1.09,391910792,5578.24,42.2,2.28,.89
