Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty Commodities,01-01-2016,2430.8,2450,2424.6,2448.7,16.55,.68,54790848,1375,15.26,1.46,2.49
Nifty Commodities,04-01-2016,2435.75,2460.1,2403.2,2415.45,-33.25,-1.36,96348511,2700.76,15.05,1.44,2.53
Nifty Commodities,05-01-2016,2429,2451.9,2416.25,2443.85,28.4,1.18,111686568,2699.89,15.23,1.45,2.5
Nifty Commodities,06-01-2016,2445.15,2459.1,2425.05,2442.3,-1.55,-.06,86888653,2712.18,15.22,1.45,2.5
Nifty Commodities,07-01-2016,2414.95,2414.95,2357,2362.55,-79.75,-3.27,104867894,2509.83,14.72,1.41,2.58
Nifty Commodities,08-01-2016,2376.35,2392.75,2362.8,2388.65,26.1,1.1,97576622,2281.83,14.88,1.42,2.55
Nifty Commodities,11-01-2016,2363.6,2391.25,2350.2,2383.05,-5.6,-.23,120569246,2562.37,14.85,1.42,2.56
Nifty Commodities,12-01-2016,2387.1,2393.95,2355.3,2362.75,-20.3,-.85,95514542,2241.8,14.72,1.41,2.59
Nifty Commodities,13-01-2016,2381.4,2387.7,2317.95,2362.65,-.1,0,124393367,3840.59,14.72,1.41,2.59
Nifty Commodities,14-01-2016,2329.55,2361.4,2304,2341.7,-20.95,-.89,99717261,2522.1,14.59,1.39,2.61
Nifty Commodities,15-01-2016,2353.9,2354.15,2298.25,2301.7,-40,-1.71,103129351,2672.3,14.34,1.37,2.65
Nifty Commodities,18-01-2016,2293.55,2305.85,2243.95,2249.85,-51.85,-2.25,113648953,2569.25,14.02,1.34,2.72
Nifty Commodities,19-01-2016,2261.55,2279.35,2239.25,2269.4,19.55,.87,113672674,2248.35,14.14,1.35,2.69
Nifty Commodities,20-01-2016,2242.8,2243.75,2186.25,2211.35,-58.05,-2.56,120262090,2992.13,13.78,1.32,2.76
Nifty Commodities,21-01-2016,2231.95,2240.4,2190.25,2194.55,-16.8,-.76,116944168,2641.79,13.67,1.31,2.78
Nifty Commodities,22-01-2016,2218.15,2258.75,2214,2252.05,57.5,2.62,114208036,2342.07,14.01,1.34,2.71
Nifty Commodities,25-01-2016,2271.45,2277.45,2257.45,2264.05,12,.53,79815064,1778.75,14.08,1.35,2.7
Nifty Commodities,27-01-2016,2271.95,2281.45,2257.2,2270.45,6.4,.28,98433577,2270.8,14.12,1.35,2.69
Nifty Commodities,28-01-2016,2270.6,2285.5,2265.45,2274.65,4.2,.18,166571289,3568.19,14.06,1.35,2.69
Nifty Commodities,29-01-2016,2282.75,2321.65,2282.65,2315.75,41.1,1.81,140831424,2852.83,14.31,1.38,2.64
Nifty Commodities,01-02-2016,2330.3,2330.3,2307.2,2319.55,3.8,.16,69942800,1638.76,14.28,1.38,2.63
Nifty Commodities,02-02-2016,2316.15,2318.05,2243.15,2251.35,-68.2,-2.94,93256688,1943.06,14.78,1.34,2.71
Nifty Commodities,03-02-2016,2226.15,2237.15,2201.7,2208,-43.35,-1.93,103996304,2016.47,14.49,1.31,2.77
