Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty Core Housing,15-05-2023,-,-,-,11048.97,53.5,.49,58571686,4551.65,28.17,4.43,.57
Nifty Core Housing,16-05-2023,-,-,-,10988.29,-60.68,-.55,49312841,4117.96,27.79,4.41,.81
Nifty Core Housing,17-05-2023,-,-,-,10919.53,-68.76,-.63,48720288,3816.23,27.62,4.38,.82
Nifty Core Housing,18-05-2023,-,-,-,10840.84,-78.69,-.72,35777461,2985.37,27.33,4.35,.82
Nifty Core Housing,19-05-2023,-,-,-,10893.97,53.13,.49,43052614,3504.96,27.47,4.37,.82
Nifty Core Housing,22-05-2023,-,-,-,10975.51,81.54,.75,67394516,4280.11,27.66,4.41,.81
Nifty Core Housing,23-05-2023,-,-,-,10981.23,5.73,.05,56238039,4459.09,27.72,4.41,.81
Nifty Core Housing,24-05-2023,-,-,-,10955.85,-25.39,-.23,47234347,4313.22,27.74,4.4,.82
Nifty Core Housing,25-05-2023,-,-,-,10981.39,25.54,.23,44260002,4090.83,27.75,4.41,.82
Nifty Core Housing,26-05-2023,-,-,-,11044.75,63.36,.58,48139270,4282.82,27.82,4.43,.81
Nifty Core Housing,29-05-2023,-,-,-,11152.15,107.41,.97,57549911,3431.83,28.09,4.48,.81
Nifty Core Housing,30-05-2023,-,-,-,11198.92,46.76,.42,36310943,3952.52,29.03,4.49,.8
Nifty Core Housing,31-05-2023,-,-,-,11183.24,-15.68,-.14,65167009,10416.17,28.99,4.49,.65
Nifty Core Housing,01-06-2023,-,-,-,11243.84,60.6,.54,32799428,3761.95,29.15,4.51,.65
Nifty Core Housing,02-06-2023,-,-,-,11280.88,37.04,.33,40078860,4067.72,29.24,4.53,.67
Nifty Core Housing,05-06-2023,-,-,-,11297.15,16.27,.14,36508792,3568.98,29.46,4.53,.67
Nifty Core Housing,06-06-2023,-,-,-,11403.59,106.44,.94,49529075,5167.01,29.74,4.58,.66
Nifty Core Housing,07-06-2023,-,-,-,11470.71,67.12,.59,32715304,3214.5,29.91,4.6,.66
Nifty Core Housing,08-06-2023,-,-,-,11390.51,-80.2,-.7,33727041,3407.18,29.7,4.57,.66
Nifty Core Housing,09-06-2023,-,-,-,11359.47,-31.03,-.27,33954016,3771.47,29.62,4.56,.68
Nifty Core Housing,12-06-2023,-,-,-,11418.98,59.5,.52,28671751,3212.18,29.78,4.58,.68
Nifty Core Housing,13-06-2023,-,-,-,11585.98,167.01,1.46,52065853,5224.55,30.21,4.65,.67
Nifty Core Housing,14-06-2023,-,-,-,11673.3,87.32,.75,45921145,4839.78,30.44,4.69,.65
Nifty Core Housing,15-06-2023,-,-,-,11668.92,-4.38,-.04,41143156,4680.69,30.43,4.68,.65
Nifty Core Housing,16-06-2023,-,-,-,11701.93,33.01,.28,46071750,6488.35,30.51,4.7,.65
Nifty Core Housing,19-06-2023,-,-,-,11640.59,-61.34,-.52,28898779,3685.45,30.35,4.67,.65
Nifty Core Housing,20-06-2023,-,-,-,11659.17,18.57,.16,36537720,4165.41,30.4,4.68,.65
Nifty Core Housing,21-06-2023,-,-,-,11694.11,34.94,.3,42335228,4022.91,30.49,4.69,.66
Nifty Core Housing,22-06-2023,-,-,-,11592.44,-101.67,-.87,58341205,4917.26,30.23,4.65,.67
Nifty Core Housing,23-06-2023,-,-,-,11500.31,-92.13,-.79,50199832,4038.13,29.99,4.62,.67
Nifty Core Housing,26-06-2023,-,-,-,11536.8,36.5,.32,33307945,4497.38,30.08,4.63,.67
Nifty Core Housing,27-06-2023,-,-,-,11605.32,68.52,.59,42454806,5156.02,30.26,4.66,.66
Nifty Core Housing,28-06-2023,-,-,-,11662.16,56.85,.49,44490973,5061.72,30.41,4.68,.66
Nifty Core Housing,30-06-2023,-,-,-,11683.44,21.28,.18,73437149,5152.32,30.05,4.63,.67
Nifty Core Housing,03-07-2023,-,-,-,11809.1,125.66,1.08,44849591,4427.68,30.38,4.68,.66
Nifty Core Housing,04-07-2023,-,-,-,11773.66,-35.44,-.3,41679198,4099.67,30.29,4.66,.66
Nifty Core Housing,05-07-2023,-,-,-,11756.83,-16.83,-.14,48182926,3821.23,30.24,4.66,.66
Nifty Core Housing,06-07-2023,-,-,-,11814.31,57.48,.49,46796377,4214.78,30.39,4.68,.66
Nifty Core Housing,07-07-2023,-,-,-,11662.89,-151.42,-1.28,45396802,3131.56,30,4.62,.7
Nifty Core Housing,10-07-2023,-,-,-,11650.71,-12.18,-.1,34204914,3469.4,29.97,4.61,.7
Nifty Core Housing,11-07-2023,-,-,-,11714.06,63.36,.54,36470005,5237.36,30.13,4.64,.7
Nifty Core Housing,12-07-2023,-,-,-,11700.03,-14.03,-.12,69895533,14318.37,30.1,4.63,.7
Nifty Core Housing,13-07-2023,-,-,-,11664.72,-35.31,-.3,47056832,3606.94,33.46,4.58,.52
Nifty Core Housing,14-07-2023,-,-,-,11723.23,58.51,.5,31340375,2612.04,33.63,4.6,.52
Nifty Core Housing,17-07-2023,-,-,-,11792.27,69.04,.59,26723034,2347.94,33.83,4.63,.52
Nifty Core Housing,18-07-2023,-,-,-,11797.58,5.32,.05,35654452,4031.23,33.84,4.63,.52
Nifty Core Housing,19-07-2023,-,-,-,11907.35,109.77,.93,35652573,4366.71,34.16,4.67,.51
Nifty Core Housing,20-07-2023,-,-,-,11931.04,23.69,.2,35005434,5376.3,34.13,4.68,.51
Nifty Core Housing,21-07-2023,-,-,-,11808.65,-122.39,-1.03,32289512,4321.09,33.78,4.64,.52
Nifty Core Housing,24-07-2023,-,-,-,11863.39,54.74,.46,31148783,3533.08,33.91,4.66,.52
Nifty Core Housing,25-07-2023,-,-,-,11882.41,19.03,.16,34649644,4086.46,33.91,4.6,.51
Nifty Core Housing,26-07-2023,-,-,-,11895.56,13.15,.11,41006491,3132.14,33.94,4.61,.51
Nifty Core Housing,27-07-2023,-,-,-,11904.92,9.36,.08,45858842,3173.79,33.97,4.61,.58
Nifty Core Housing,28-07-2023,-,-,-,12008.21,103.29,.87,88823965,4108.09,33.77,4.65,.61
Nifty Core Housing,31-07-2023,-,-,-,12094.62,86.41,.72,59540036,3289.52,33.88,4.68,.61
Nifty Core Housing,01-08-2023,-,-,-,12005.39,-89.23,-.74,53253920,4156.63,33.63,4.65,.62
Nifty Core Housing,02-08-2023,-,-,-,11966.1,-39.29,-.33,94055414,4845.33,33.54,4.55,.52
Nifty Core Housing,03-08-2023,-,-,-,11918.88,-47.22,-.39,100013654,5427.31,33.41,4.54,.52
Nifty Core Housing,04-08-2023,-,-,-,11992.15,73.27,.61,104092450,6036.3,33.39,4.56,.53
Nifty Core Housing,07-08-2023,-,-,-,12045.29,53.14,.44,44157073,3431.88,32.93,4.57,.53
Nifty Core Housing,08-08-2023,-,-,-,12040.61,-4.68,-.04,38323591,3717.5,32.92,4.56,.53
Nifty Core Housing,09-08-2023,-,-,-,12017.31,-23.3,-.19,41264695,3474.06,32.86,4.56,.53
Nifty Core Housing,10-08-2023,-,-,-,11890.68,-126.63,-1.05,42950201,3307.62,32.54,4.51,.53
Nifty Core Housing,11-08-2023,-,-,-,11846.99,-43.69,-.37,28862045,2737.68,32.76,4.49,.54
Nifty Core Housing,14-08-2023,-,-,-,11740.03,-106.96,-.9,37731829,3024.45,32.46,4.45,.54
Nifty Core Housing,16-08-2023,-,-,-,11801.52,61.5,.52,63550330,3211.02,32.81,4.47,.54
Nifty Core Housing,17-08-2023,-,-,-,11808.41,6.89,.06,44611390,2807.15,32.82,4.48,.54
Nifty Core Housing,18-08-2023,-,-,-,11778.28,-30.13,-.26,36219851,2598.4,32.72,4.46,.57
Nifty Core Housing,21-08-2023,-,-,-,11879.41,101.12,.86,39248370,2424.44,33,4.5,.56
Nifty Core Housing,22-08-2023,-,-,-,11931.72,52.31,.44,37416779,2751.08,33.15,4.51,.56
Nifty Core Housing,23-08-2023,-,-,-,11942.56,10.84,.09,42455429,3154.29,33.18,4.52,.56
Nifty Core Housing,24-08-2023,-,-,-,11966.1,23.54,.2,39933926,2924.28,33.24,4.46,.56
Nifty Core Housing,25-08-2023,-,-,-,11873.83,-92.27,-.77,82674060,3544.07,32.99,4.42,.56
Nifty Core Housing,28-08-2023,-,-,-,11967.63,93.81,.79,133456342,4547.71,33.25,4.44,.56
Nifty Core Housing,29-08-2023,-,-,-,12063.47,95.83,.8,56763464,3188.36,33.52,4.46,.55
Nifty Core Housing,30-08-2023,-,-,-,12147.29,83.82,.69,48122170,3078.01,33.75,4.49,.55
Nifty Core Housing,31-08-2023,-,-,-,12150.58,3.29,.03,104677034,6838.64,33.76,4.5,.55
Nifty Core Housing,01-09-2023,-,-,-,12219.92,69.34,.57,65336476,3449.16,33.95,4.52,.55
Nifty Core Housing,04-09-2023,-,-,-,12387.41,167.5,1.37,42972205,4015.49,34.42,4.58,.54
Nifty Core Housing,05-09-2023,-,-,-,12405.25,17.84,.14,39775692,3214.16,34.46,4.54,.54
Nifty Core Housing,06-09-2023,-,-,-,12385.2,-20.05,-.16,35977820,3330.87,34.41,4.54,.54
Nifty Core Housing,07-09-2023,-,-,-,12429.81,44.62,.36,31603993,2937.37,34.53,4.55,.54
Nifty Core Housing,08-09-2023,-,-,-,12507.61,77.8,.63,38378191,3438.27,34.75,4.58,.54
Nifty Core Housing,11-09-2023,-,-,-,12580.14,72.53,.58,30737893,2476.16,34.95,4.61,.54
Nifty Core Housing,12-09-2023,-,-,-,12426.57,-153.57,-1.22,56201289,3990.78,34.52,4.55,.54
Nifty Core Housing,13-09-2023,-,-,-,12540.73,114.16,.92,68295528,4021.05,34.84,4.59,.54
Nifty Core Housing,14-09-2023,-,-,-,12591.79,51.06,.41,49829069,3635.97,34.98,4.61,.54
Nifty Core Housing,15-09-2023,-,-,-,12616.0,24.21,.19,46294053,3725.5,35.05,4.62,.54
Nifty Core Housing,18-09-2023,-,-,-,12533.99,-82.02,-.65,39366578,2381.09,34.82,4.59,.55
Nifty Core Housing,20-09-2023,-,-,-,12450.54,-83.44,-.67,48136244,3960.61,34.59,4.56,.52
Nifty Core Housing,21-09-2023,-,-,-,12361.41,-89.13,-.72,38495493,2968.49,34.34,4.53,.52
Nifty Core Housing,22-09-2023,-,-,-,12294.35,-67.06,-.54,37255007,3221.53,34.16,4.5,.52
Nifty Core Housing,25-09-2023,-,-,-,12390.46,96.12,.78,45151536,3991.38,34.42,4.54,.52
Nifty Core Housing,26-09-2023,-,-,-,12431.0,40.54,.33,38022879,3527.72,34.54,4.55,.52
Nifty Core Housing,27-09-2023,-,-,-,12503.29,72.28,.58,31862174,3317.47,34.74,4.57,.51
Nifty Core Housing,28-09-2023,-,-,-,12287.77,-215.52,-1.72,54122162,4532.78,34.14,4.49,.52
Nifty Core Housing,29-09-2023,-,-,-,12374.91,87.14,.71,42928603,3236.4,34.62,3.33,.52
Nifty Core Housing,03-10-2023,-,-,-,12420.77,45.86,.37,42331443,3305.21,34.74,3.34,.52
Nifty Core Housing,04-10-2023,-,-,-,12289.01,-131.76,-1.06,54423757,3882.32,34.38,3.3,.53
Nifty Core Housing,05-10-2023,-,-,-,12320.4,31.39,.26,33722987,2866.78,34.46,3.31,.53
Nifty Core Housing,06-10-2023,-,-,-,12392.15,71.76,.58,40576523,2825.14,34.66,3.33,.52
Nifty Core Housing,09-10-2023,-,-,-,12261.91,-130.24,-1.05,40871883,2581.4,34.3,3.3,.53
Nifty Core Housing,10-10-2023,-,-,-,12420.41,158.49,1.29,50114302,4008.61,34.74,3.34,.52
Nifty Core Housing,11-10-2023,-,-,-,12577.65,157.24,1.27,37892748,3615.95,35.18,3.38,.52
Nifty Core Housing,12-10-2023,-,-,-,12604.74,27.1,.22,21758037,2565.28,35.26,3.39,.51
Nifty Core Housing,13-10-2023,-,-,-,12588.01,-16.74,-.13,26904906,2478.43,35.21,3.38,.51
Nifty Core Housing,16-10-2023,-,-,-,12564.55,-23.46,-.19,23960071,2852.21,35.15,3.38,.52
Nifty Core Housing,17-10-2023,-,-,-,12566.06,1.51,.01,23762340,2660.69,35.1,3.38,.52
Nifty Core Housing,18-10-2023,-,-,-,12478.98,-87.08,-.69,25021539,2909.45,34.86,3.36,.52
Nifty Core Housing,19-10-2023,-,-,-,12529.44,50.47,.4,26861465,3506.42,34.92,3.37,.52
Nifty Core Housing,20-10-2023,-,-,-,12381.03,-148.41,-1.18,36496965,3489.31,34.5,3.33,.53
