Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty MidSmallcap400 Momentum Quality 100,12-02-2024,-,-,-,42629.23,-1119.76,-2.56,680020821,18038.6,22.5,4.52,1.23
Nifty MidSmallcap400 Momentum Quality 100,13-02-2024,-,-,-,42774.46,145.23,.34,721751811,15998.17,22.45,4.54,1.22
Nifty MidSmallcap400 Momentum Quality 100,14-02-2024,-,-,-,43203.36,428.9,1,502587017,13710.88,22.68,4.58,1.2
Nifty MidSmallcap400 Momentum Quality 100,15-02-2024,-,-,-,43747.89,544.53,1.26,580493881,16061.2,22.96,4.64,1.18
Nifty MidSmallcap400 Momentum Quality 100,16-02-2024,-,-,-,43989.82,241.93,.55,419956526,15268.35,23.2,4.67,1.22
Nifty MidSmallcap400 Momentum Quality 100,19-02-2024,-,-,-,44219.87,230.05,.52,433558929,13536.22,23.22,4.69,1.16
Nifty MidSmallcap400 Momentum Quality 100,20-02-2024,-,-,-,44013.99,-205.88,-.47,341306030,11572.56,23.11,4.67,1.21
Nifty MidSmallcap400 Momentum Quality 100,21-02-2024,-,-,-,43423.2,-590.79,-1.34,323123336,10891.36,22.8,4.61,1.23
Nifty MidSmallcap400 Momentum Quality 100,22-02-2024,-,-,-,43806.84,383.64,.88,401482089,11603.85,23,4.65,1.18
Nifty MidSmallcap400 Momentum Quality 100,23-02-2024,-,-,-,44062.78,255.94,.58,291173316,10986.66,23.13,4.67,1.18
Nifty MidSmallcap400 Momentum Quality 100,26-02-2024,-,-,-,43845.72,-217.06,-.49,310982744,15040.99,23.02,4.65,1.11
Nifty MidSmallcap400 Momentum Quality 100,27-02-2024,-,-,-,43781.7,-64.02,-.15,278845647,12436.17,22.97,4.64,1.17
Nifty MidSmallcap400 Momentum Quality 100,28-02-2024,-,-,-,43041.21,-740.49,-1.69,290910691,11462.08,22.59,4.56,1.19
Nifty MidSmallcap400 Momentum Quality 100,29-02-2024,-,-,-,43433.42,392.21,.91,531050061,18994.44,22.79,4.6,1.18
Nifty MidSmallcap400 Momentum Quality 100,01-03-2024,-,-,-,43945.63,512.21,1.18,271979361,11611.63,23.06,4.66,1.16
Nifty MidSmallcap400 Momentum Quality 100,04-03-2024,-,-,-,44252.9,39.71,.09,262811384,11839.78,23.22,4.69,1.16
Nifty MidSmallcap400 Momentum Quality 100,05-03-2024,-,-,-,44071.23,-181.67,-.41,317319195,11044.17,23.13,4.67,1.16
Nifty MidSmallcap400 Momentum Quality 100,06-03-2024,-,-,-,43830.99,-240.25,-.55,341344770,13648.32,23,4.65,1.17
Nifty MidSmallcap400 Momentum Quality 100,07-03-2024,-,-,-,43903.46,72.47,.17,207411935,9128.57,23.04,4.65,1.17
Nifty MidSmallcap400 Momentum Quality 100,11-03-2024,-,-,-,43730.73,-172.73,-.39,259452172,12445.02,22.95,4.64,1.17
Nifty MidSmallcap400 Momentum Quality 100,12-03-2024,-,-,-,43166.94,-563.79,-1.29,279055770,12510.84,22.65,4.58,1.19
Nifty MidSmallcap400 Momentum Quality 100,13-03-2024,-,-,-,41235.16,-1931.78,-4.48,483766499,17248.21,21.64,4.37,1.24
Nifty MidSmallcap400 Momentum Quality 100,14-03-2024,-,-,-,42323.04,1087.89,2.64,543867963,15537.28,22.21,4.49,1.21
Nifty MidSmallcap400 Momentum Quality 100,15-03-2024,-,-,-,42313.11,-9.94,-.02,558957456,19872.6,22.21,4.49,1.2
Nifty MidSmallcap400 Momentum Quality 100,18-03-2024,-,-,-,42041.99,-271.12,-.64,315308490,13112.57,22.06,4.46,1.23
Nifty MidSmallcap400 Momentum Quality 100,19-03-2024,-,-,-,41575.46,-466.52,-1.11,268235658,11638.41,21.82,4.41,1.25
Nifty MidSmallcap400 Momentum Quality 100,20-03-2024,-,-,-,41597.03,21.57,.05,275245940,10797.16,21.83,4.41,1.25
Nifty MidSmallcap400 Momentum Quality 100,21-03-2024,-,-,-,42779.28,1182.25,2.84,339926583,13832.24,22.45,4.53,1.22
Nifty MidSmallcap400 Momentum Quality 100,22-03-2024,-,-,-,42967.31,188.03,.44,265009092,11363.9,22.55,4.55,1.25
Nifty MidSmallcap400 Momentum Quality 100,26-03-2024,-,-,-,43542.12,574.81,1.34,293248074,13061,22.85,4.62,1.24
