Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty100 ESG Sector Leaders,16-06-2020,-,-,-,1737.67,16.42,.95,395539049,23412.25,26.34,3.48,1.59
Nifty100 ESG Sector Leaders,17-06-2020,-,-,-,1731.89,-5.78,-.33,342645754,19755.66,26.26,3.46,1.6
Nifty100 ESG Sector Leaders,01-07-2020,-,-,-,1814.39,12.59,.7,272920661,17660.55,29.31,3.75,1.61
Nifty100 ESG Sector Leaders,02-07-2020,-,-,-,1838.66,24.27,1.34,298248314,20517.8,29.71,3.8,1.59
Nifty100 ESG Sector Leaders,03-07-2020,-,-,-,1851.71,13.05,.71,248145850,16983.93,29.92,3.83,1.57
Nifty100 ESG Sector Leaders,07-07-2020,-,-,-,1875.8,4.45,.24,288604762,19477.37,30.31,3.88,1.55
Nifty100 ESG Sector Leaders,08-07-2020,-,-,-,1861.18,-14.62,-.78,298131573,18406.62,30.08,3.85,1.57
Nifty100 ESG Sector Leaders,09-07-2020,-,-,-,1877.22,16.04,.86,283901337,17466.62,30.34,3.88,1.55
Nifty100 ESG Sector Leaders,10-07-2020,-,-,-,1870.94,-6.28,-.33,261458181,18068.09,30.45,3.87,1.56
Nifty100 ESG Sector Leaders,13-07-2020,-,-,-,1877.34,6.4,.34,275635631,20623.01,30.55,3.88,1.55
Nifty100 ESG Sector Leaders,14-07-2020,-,-,-,1844.96,-32.38,-1.72,305782844,21810.7,30.04,3.82,1.58
Nifty100 ESG Sector Leaders,15-07-2020,-,-,-,1852.68,7.72,.42,467725155,32753.67,30.17,3.83,1.57
Nifty100 ESG Sector Leaders,16-07-2020,-,-,-,1877.27,24.59,1.33,430444853,31209.62,30.56,3.88,1.55
Nifty100 ESG Sector Leaders,17-07-2020,-,-,-,1900.98,23.72,1.26,383693190,23571.78,30.83,3.93,1.53
Nifty100 ESG Sector Leaders,20-07-2020,-,-,-,1919.56,18.57,.98,301466167,21062.9,31.13,3.97,1.52
Nifty100 ESG Sector Leaders,21-07-2020,-,-,-,1942.01,22.46,1.17,424732011,23828.28,31.31,4.02,1.5
Nifty100 ESG Sector Leaders,22-07-2020,-,-,-,1934.12,-7.89,-.41,429885258,27403.13,31.21,4,1.51
Nifty100 ESG Sector Leaders,23-07-2020,-,-,-,1938.45,4.32,.22,366348438,23062.97,31.32,4.01,1.5
Nifty100 ESG Sector Leaders,24-07-2020,-,-,-,1933.33,-5.12,-.26,351688104,28394.2,31.58,4,1.51
Nifty100 ESG Sector Leaders,27-07-2020,-,-,-,1930.91,-2.42,-.13,345107504,24798.81,31.54,3.99,1.51
Nifty100 ESG Sector Leaders,28-07-2020,-,-,-,1966.17,35.26,1.83,341066696,25761.3,32.3,3.95,1.57
Nifty100 ESG Sector Leaders,29-07-2020,-,-,-,1950.38,-15.79,-.8,321622552,25859.11,32.02,3.91,1.61
Nifty100 ESG Sector Leaders,30-07-2020,-,-,-,1935.95,-14.43,-.74,379289806,27374.04,31.83,3.88,1.62
Nifty100 ESG Sector Leaders,31-07-2020,-,-,-,1930.77,-5.18,-.27,330175429,24780.74,34.27,3.8,1.64
Nifty100 ESG Sector Leaders,03-08-2020,-,-,-,1901.54,-29.23,-1.51,268010180,20034,33.75,3.74,1.66
Nifty100 ESG Sector Leaders,04-08-2020,-,-,-,1931.19,29.65,1.56,327860010,25259.4,34.44,3.8,1.64
Nifty100 ESG Sector Leaders,05-08-2020,-,-,-,1931.45,0.26,.01,304612748,23165.49,34.44,3.8,1.64
Nifty100 ESG Sector Leaders,06-08-2020,-,-,-,1948.25,16.81,.87,311637191,21423.68,34.74,3.83,1.62
Nifty100 ESG Sector Leaders,10-08-2020,-,-,-,1955.32,11.55,.59,303857109,22859.08,35.52,3.85,1.62
Nifty100 ESG Sector Leaders,11-08-2020,-,-,-,1961.47,6.15,.31,325345656,22102.61,35.64,3.86,1.61
Nifty100 ESG Sector Leaders,12-08-2020,-,-,-,1956.71,-4.76,-.24,299005347,19843.29,35.55,3.85,1.61
Nifty100 ESG Sector Leaders,13-08-2020,-,-,-,1956.72,0.01,0,306905937,21258.08,35.8,3.85,1.61
Nifty100 ESG Sector Leaders,14-08-2020,-,-,-,1937.47,-19.25,-.98,374617738,24372.25,35.37,3.81,1.63
Nifty100 ESG Sector Leaders,17-08-2020,-,-,-,1948.83,11.36,.59,305810601,19581.02,36.23,3.84,1.62
Nifty100 ESG Sector Leaders,18-08-2020,-,-,-,1972.66,23.83,1.22,300710173,19392.8,36.68,3.88,1.6
Nifty100 ESG Sector Leaders,19-08-2020,-,-,-,1973.65,0.99,.05,392930004,19612.37,36.7,3.88,1.6
Nifty100 ESG Sector Leaders,20-08-2020,-,-,-,1956.58,-17.07,-.86,418365277,18165.24,36.56,3.84,1.64
Nifty100 ESG Sector Leaders,21-08-2020,-,-,-,1964.44,7.86,.4,329081060,18645.07,36.7,3.83,1.62
Nifty100 ESG Sector Leaders,24-08-2020,-,-,-,1976.33,11.89,.61,294747528,20183.39,36.96,3.88,1.61
