Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty Total Market,14-10-2021,-,-,-,8769.06,75.29,.87,0,0,29.51,4.35,1.05
Nifty Total Market,18-10-2021,-,-,-,8833.94,64.88,.74,0,0,29.68,4.39,1.04
Nifty Total Market,19-10-2021,-,-,-,8759.83,-74.11,-.84,0,0,29.34,4.35,1.02
Nifty Total Market,20-10-2021,-,-,-,8653.04,-106.8,-1.22,0,0,29.05,4.3,1.03
Nifty Total Market,21-10-2021,-,-,-,8609.8,-43.24,-.5,0,0,28.9,4.28,1.05
Nifty Total Market,22-10-2021,-,-,-,8559.51,-50.29,-.58,0,0,28.72,4.25,1.05
Nifty Total Market,25-10-2021,-,-,-,8520.15,-39.36,-.46,0,0,28.46,4.23,1.02
Nifty Total Market,26-10-2021,-,-,-,8614.47,94.32,1.11,0,0,28.51,4.28,1.07
Nifty Total Market,27-10-2021,-,-,-,8606.36,-8.11,-.09,0,0,28.44,4.28,1.07
Nifty Total Market,28-10-2021,-,-,-,8442.82,-163.54,-1.9,0,0,27.73,4.2,1.07
Nifty Total Market,29-10-2021,-,-,-,8385.28,-57.54,-.68,0,0,27.12,4.17,1.06
Nifty Total Market,01-11-2021,-,-,-,8504.8,119.52,1.43,0,0,27.51,4.23,1.05
Nifty Total Market,02-11-2021,-,-,-,8513.88,9.07,.11,0,0,27.32,4.24,1.06
Nifty Total Market,03-11-2021,-,-,-,8495.57,-18.3,-.21,0,0,27.34,4.23,1.06
Nifty Total Market,08-11-2021,-,-,-,8629.07,79.19,.93,0,0,27.66,4.29,1.02
Nifty Total Market,09-11-2021,-,-,-,8642.48,13.41,.16,0,0,27.59,4.3,1.02
Nifty Total Market,10-11-2021,-,-,-,8631.01,-11.47,-.13,0,0,27.56,4.29,1.02
Nifty Total Market,11-11-2021,-,-,-,8570.51,-60.5,-.7,0,0,27.22,4.27,1.05
Nifty Total Market,12-11-2021,-,-,-,8661.23,90.72,1.06,0,0,27.48,4.31,1.04
Nifty Total Market,15-11-2021,-,-,-,8666.0,4.77,.06,0,0,27.4,4.31,1.03
Nifty Total Market,16-11-2021,-,-,-,8630.44,-35.56,-.41,0,0,26.55,4.3,1.03
Nifty Total Market,17-11-2021,-,-,-,8592.15,-38.29,-.44,0,0,26.2,4.28,1.05
Nifty Total Market,18-11-2021,-,-,-,8506.05,-86.09,-1,0,0,25.94,4.23,1.05
Nifty Total Market,22-11-2021,-,-,-,8322.44,-183.61,-2.16,0,0,25.38,4.14,1.08
Nifty Total Market,23-11-2021,-,-,-,8398.3,75.85,.91,0,0,25.62,4.18,1.07
Nifty Total Market,24-11-2021,-,-,-,8366.85,-31.44,-.37,0,0,25.52,4.17,1.08
Nifty Total Market,25-11-2021,-,-,-,8426.07,59.22,.71,0,0,25.7,4.19,1.07
Nifty Total Market,26-11-2021,-,-,-,8179.27,-246.8,-2.93,0,0,24.95,4.07,1.1
Nifty Total Market,29-11-2021,-,-,-,8146.68,-32.59,-.4,0,0,24.85,4.06,1.11
Nifty Total Market,30-11-2021,-,-,-,8143.18,-3.5,-.04,0,0,24.85,4.06,1.11
Nifty Total Market,01-12-2021,-,-,-,8218.01,74.84,.92,0,0,25.08,4.09,1.09
Nifty Total Market,02-12-2021,-,-,-,8323.62,105.6,1.29,0,0,25.4,4.15,1.08
Nifty Total Market,03-12-2021,-,-,-,8261.07,-62.54,-.75,0,0,25.21,4.11,1.09
Nifty Total Market,06-12-2021,-,-,-,8129.28,-131.8,-1.6,0,0,24.8,4.05,1.12
Nifty Total Market,07-12-2021,-,-,-,8249.19,119.92,1.48,0,0,25.17,4.11,1.11
Nifty Total Market,08-12-2021,-,-,-,8381.91,132.72,1.61,0,0,25.57,4.17,1.09
Nifty Total Market,09-12-2021,-,-,-,8412.62,30.71,.37,0,0,25.67,4.19,1.09
Nifty Total Market,10-12-2021,-,-,-,8430.19,17.56,.21,0,0,25.72,4.2,1.08
Nifty Total Market,13-12-2021,-,-,-,8381.3,-48.88,-.58,0,0,25.57,4.17,1.09
Nifty Total Market,14-12-2021,-,-,-,8370.45,-10.85,-.13,0,0,25.53,4.17,1.1
Nifty Total Market,15-12-2021,-,-,-,8320.74,-49.71,-.59,0,0,25.38,4.14,1.11
Nifty Total Market,16-12-2021,-,-,-,8309.85,-10.89,-.13,0,0,25.35,4.14,1.11
Nifty Total Market,17-12-2021,-,-,-,8161.68,-148.17,-1.78,0,0,24.9,4.06,1.13
Nifty Total Market,20-12-2021,-,-,-,7952.05,-209.63,-2.57,0,0,24.26,3.96,1.16
Nifty Total Market,21-12-2021,-,-,-,8041.17,89.12,1.12,0,0,24.53,4,1.15
Nifty Total Market,22-12-2021,-,-,-,8141.31,100.13,1.25,0,0,24.83,4.05,1.15
Nifty Total Market,23-12-2021,-,-,-,8202.94,61.63,.76,0,0,25.02,4.08,1.15
Nifty Total Market,24-12-2021,-,-,-,8154.65,-48.29,-.59,0,0,24.88,4.06,1.15
Nifty Total Market,27-12-2021,-,-,-,8189.82,35.17,.43,0,0,24.98,4.08,1.15
Nifty Total Market,28-12-2021,-,-,-,8269.05,79.23,.97,0,0,25.22,4.12,1.14
Nifty Total Market,29-12-2021,-,-,-,8266.88,-2.17,-.03,0,0,25.22,4.12,1.14
Nifty Total Market,30-12-2021,-,-,-,8255.03,-11.86,-.14,0,0,25.18,4.11,1.15
Nifty Total Market,31-12-2021,-,-,-,8340.8,85.77,1.04,0,0,25.6,4.18,1.13
Nifty Total Market,03-01-2022,-,-,-,8457.25,116.46,1.4,0,0,25.96,4.24,1.11
Nifty Total Market,04-01-2022,-,-,-,8520.42,63.17,.75,0,0,26.15,4.27,1.1
Nifty Total Market,05-01-2022,-,-,-,8562.86,42.44,.5,0,0,26.28,4.29,1.1
Nifty Total Market,06-01-2022,-,-,-,8506.04,-56.82,-.66,0,0,26.11,4.26,1.1
