Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
NIFTY50 Equal Weight,18-04-2017,-,-,-,11357.68,-58.6,-.51,179569574,8527.5,23.49,3.05,1.3
NIFTY50 Equal Weight,19-04-2017,-,-,-,11373.46,15.78,.14,179117382,8950.27,23.52,3.05,1.3
NIFTY50 Equal Weight,20-04-2017,-,-,-,11415.8,42.34,.37,175629897,8843.5,23.61,3.06,1.3
NIFTY50 Equal Weight,21-04-2017,-,-,-,11373.69,-42.11,-.37,159981265,8476.63,23.52,3.05,1.3
NIFTY50 Equal Weight,24-04-2017,-,-,-,11492.65,118.96,1.05,172908048,9720.75,23.84,3.1,1.29
NIFTY50 Equal Weight,25-04-2017,-,-,-,11609.55,116.9,1.02,173896951,10426.02,24.08,3.13,1.27
NIFTY50 Equal Weight,26-04-2017,-,-,-,11615.68,6.14,.05,191395120,10483.32,24.1,3.13,1.27
NIFTY50 Equal Weight,27-04-2017,-,-,-,11609.7,-5.99,-.05,215881711,12910.38,24.08,3.13,1.27
NIFTY50 Equal Weight,28-04-2017,-,-,-,11611.5,1.8,.02,167229353,8673.32,24.09,3.13,1.27
NIFTY50 Equal Weight,02-05-2017,-,-,-,11618.3,6.81,.06,166558241,9110.59,24.1,3.14,1.27
NIFTY50 Equal Weight,03-05-2017,-,-,-,11625.32,7.01,.06,156342492,7975.14,24.12,3.14,1.27
NIFTY50 Equal Weight,04-05-2017,-,-,-,11672.32,47,.4,277895923,12379.74,24.21,3.15,1.27
NIFTY50 Equal Weight,05-05-2017,-,-,-,11597.26,-75.06,-.64,239133531,10466.68,24.06,3.13,1.28
NIFTY50 Equal Weight,08-05-2017,-,-,-,11667.33,70.07,.6,179709949,8300.22,24.2,3.15,1.27
NIFTY50 Equal Weight,09-05-2017,-,-,-,11660.11,-7.21,-.06,136417428,7504.66,24.19,3.15,1.27
NIFTY50 Equal Weight,10-05-2017,-,-,-,11755.48,95.37,.82,157363135,8619.06,24.39,3.17,1.26
NIFTY50 Equal Weight,11-05-2017,-,-,-,11802.14,46.66,.4,176439840,9289.89,24.48,3.18,1.25
NIFTY50 Equal Weight,12-05-2017,-,-,-,11760.89,-41.25,-.35,159079418,9813.47,24.4,3.17,1.26
NIFTY50 Equal Weight,15-05-2017,-,-,-,11832.94,72.05,.61,145163953,7790.97,24.55,3.19,1.25
NIFTY50 Equal Weight,16-05-2017,-,-,-,11914.38,81.44,.69,171709433,9209.89,24.73,3.22,1.24
NIFTY50 Equal Weight,17-05-2017,-,-,-,11932.64,18.26,.15,211856040,10726.23,26.34,3.22,1.24
NIFTY50 Equal Weight,18-05-2017,-,-,-,11771.48,-161.16,-1.35,199340647,10782.46,25.9,3.18,1.26
NIFTY50 Equal Weight,19-05-2017,-,-,-,11745.83,-25.65,-.22,259861396,11544.77,25.85,3.17,1.26
NIFTY50 Equal Weight,22-05-2017,-,-,-,11666.74,-79.09,-.67,202874757,9432.97,25.67,3.15,1.27
NIFTY50 Equal Weight,23-05-2017,-,-,-,11581.96,-84.79,-.73,231345629,11553.27,25.49,3.13,1.28
NIFTY50 Equal Weight,24-05-2017,-,-,-,11509.79,-72.17,-.62,218265181,11045.95,25.33,3.11,1.29
NIFTY50 Equal Weight,25-05-2017,-,-,-,11650.36,140.57,1.22,298147347,16964.26,24.59,3.14,1.27
NIFTY50 Equal Weight,26-05-2017,-,-,-,11734.93,84.57,.73,225647631,11204.36,23.3,3.08,1.28
NIFTY50 Equal Weight,29-05-2017,-,-,-,11690.03,-44.9,-.38,242266034,12484.61,23.26,3.07,1.28
NIFTY50 Equal Weight,30-05-2017,-,-,-,11777.98,87.95,.75,199894193,9765.4,23.44,3.09,1.27
NIFTY50 Equal Weight,31-05-2017,-,-,-,11784.79,6.81,.06,427053433,19605.94,23.45,3.09,1.27
NIFTY50 Equal Weight,01-06-2017,-,-,-,11789.64,4.85,.04,181533283,9482.61,23.46,3.09,1.27
NIFTY50 Equal Weight,02-06-2017,-,-,-,11839.64,49.99,.42,167195027,8564.3,23.56,3.11,1.27
NIFTY50 Equal Weight,05-06-2017,-,-,-,11873.78,34.15,.29,131685021,7192.24,23.56,3.11,1.26
NIFTY50 Equal Weight,06-06-2017,-,-,-,11804.67,-69.12,-.58,150379695,8416.55,23.42,3.1,1.27
NIFTY50 Equal Weight,07-06-2017,-,-,-,11846.42,41.75,.35,165669924,8989.36,23.59,3.11,1.26
NIFTY50 Equal Weight,08-06-2017,-,-,-,11825.27,-21.15,-.18,160165459,8822.63,23.54,3.1,1.27
NIFTY50 Equal Weight,09-06-2017,-,-,-,11840.46,15.19,.13,163897548,9078.71,23.46,3.11,1.27
NIFTY50 Equal Weight,12-06-2017,-,-,-,11784.54,-55.91,-.47,145786938,7686.89,23.35,3.09,1.27
NIFTY50 Equal Weight,13-06-2017,-,-,-,11766.76,-17.78,-.15,133734363,7056.83,23.4,3.09,1.27
NIFTY50 Equal Weight,14-06-2017,-,-,-,11773,6.24,.05,187378750,10540.68,23.41,3.09,1.27
NIFTY50 Equal Weight,15-06-2017,-,-,-,11730.75,-42.25,-.36,176423424,9868.08,23.33,3.08,1.28
NIFTY50 Equal Weight,16-06-2017,-,-,-,11724.39,-6.37,-.05,219808528,11920.62,23.25,3.06,1.25
NIFTY50 Equal Weight,19-06-2017,-,-,-,11790.47,66.09,.56,146146062,8144.36,23.67,3.07,1.24
NIFTY50 Equal Weight,20-06-2017,-,-,-,11799.97,9.5,.08,164437226,8476.67,23.68,3.08,1.24
NIFTY50 Equal Weight,21-06-2017,-,-,-,11736.98,-62.99,-.53,148490556,8023.4,23.56,3.06,1.25
NIFTY50 Equal Weight,22-06-2017,-,-,-,11705.16,-31.82,-.27,204888654,10738.45,23.57,3.05,1.25
NIFTY50 Equal Weight,23-06-2017,-,-,-,11622.21,-82.96,-.71,180580579,9092.74,23.39,3.04,1.26
NIFTY50 Equal Weight,27-06-2017,-,-,-,11535.9,-86.3,-.74,209593904,11084.51,23.21,3.01,1.27
NIFTY50 Equal Weight,28-06-2017,-,-,-,11562.19,26.28,.23,177652206,9103.73,23.26,3.02,1.26
NIFTY50 Equal Weight,29-06-2017,-,-,-,11592.65,30.47,.26,267283587,13395.85,23.33,3.03,1.26
NIFTY50 Equal Weight,30-06-2017,-,-,-,11615.79,23.14,.2,185202600,8783.59,23.37,3.03,1.27
NIFTY50 Equal Weight,03-07-2017,-,-,-,11713.47,97.68,.84,188690599,8720.76,23.57,3.06,1.26
NIFTY50 Equal Weight,04-07-2017,-,-,-,11688.28,-25.19,-.22,149313755,7774.69,23.52,3.05,1.27
NIFTY50 Equal Weight,05-07-2017,-,-,-,11756.85,68.58,.59,134849476,7311.1,23.66,3.07,1.26
NIFTY50 Equal Weight,06-07-2017,-,-,-,11787.98,31.12,.26,152001940,7539.21,23.72,3.08,1.26
NIFTY50 Equal Weight,07-07-2017,-,-,-,11774.59,-13.39,-.11,146232151,8514.53,23.69,3.07,1.26
NIFTY50 Equal Weight,10-07-2017,-,-,-,11925.94,151.35,1.29,40142973,1920.78,24,3.11,1.24
NIFTY50 Equal Weight,11-07-2017,-,-,-,11929.75,3.81,.03,185322358,9908.41,24,3.11,1.24
NIFTY50 Equal Weight,12-07-2017,-,-,-,11993.15,63.4,.53,150045594,7966.44,24.13,3.13,1.23
NIFTY50 Equal Weight,13-07-2017,-,-,-,12057.12,63.97,.53,186866752,10244.56,24.26,3.15,1.23
NIFTY50 Equal Weight,14-07-2017,-,-,-,12086.95,29.83,.25,164456602,9187.71,24.3,3.15,1.22
NIFTY50 Equal Weight,17-07-2017,-,-,-,12158.52,71.57,.59,168596771,8310.48,24.43,3.17,1.22
NIFTY50 Equal Weight,18-07-2017,-,-,-,12136.33,-22.19,-.18,303007860,13184.22,24.43,3.14,1.23
NIFTY50 Equal Weight,19-07-2017,-,-,-,12238.79,102.46,.84,206376192,10935.6,24.64,3.15,1.22
NIFTY50 Equal Weight,20-07-2017,-,-,-,12178.94,-59.86,-.49,166083004,8942.56,24.52,3.13,1.22
NIFTY50 Equal Weight,21-07-2017,-,-,-,12216.24,37.3,.31,193286125,11860.28,24.59,3.14,1.22
NIFTY50 Equal Weight,24-07-2017,-,-,-,12246.2,29.97,.25,179905535,10837.2,24.65,3.15,1.22
NIFTY50 Equal Weight,25-07-2017,-,-,-,12251.14,4.94,.04,191206247,10491.32,24.66,3.15,1.22
NIFTY50 Equal Weight,27-07-2017,-,-,-,12263.59,-41.93,-.34,296782048,18601.99,24.67,3.15,1.21
NIFTY50 Equal Weight,28-07-2017,-,-,-,12208.37,-55.21,-.45,197491415,11996.8,24.54,3.12,1.21
NIFTY50 Equal Weight,31-07-2017,-,-,-,12267.08,58.7,.48,245096535,13131.89,24.65,3.13,1.2
NIFTY50 Equal Weight,01-08-2017,-,-,-,12359.14,92.06,.75,190000516,11515.29,24.8,3.15,1.19
NIFTY50 Equal Weight,02-08-2017,-,-,-,12341.4,-17.74,-.14,166463276,9165.92,24.85,3.15,1.19
NIFTY50 Equal Weight,03-08-2017,-,-,-,12282.37,-59.02,-.48,198665837,10714.1,24.73,3.14,1.2
NIFTY50 Equal Weight,04-08-2017,-,-,-,12385.9,103.53,.84,184082134,10397.88,24.82,3.26,1.2
NIFTY50 Equal Weight,07-08-2017,-,-,-,12387.69,1.79,.01,141566282,7827.95,24.96,3.26,1.2
NIFTY50 Equal Weight,08-08-2017,-,-,-,12302.94,-84.76,-.68,209645343,10780.41,24.8,3.24,1.21
NIFTY50 Equal Weight,09-08-2017,-,-,-,12180.43,-122.51,-1,174395293,8831.72,24.54,3.21,1.22
NIFTY50 Equal Weight,10-08-2017,-,-,-,12028.12,-152.31,-1.25,242820594,12040.13,24.23,3.17,1.23
NIFTY50 Equal Weight,11-08-2017,-,-,-,11892.01,-136.11,-1.13,294732998,13435.56,23.96,3.13,1.24
NIFTY50 Equal Weight,14-08-2017,-,-,-,12036.12,144.11,1.21,201613585,9486.82,24.25,3.16,1.23
NIFTY50 Equal Weight,16-08-2017,-,-,-,12161.29,125.17,1.04,226269013,10815.38,24.51,3.2,1.21
NIFTY50 Equal Weight,17-08-2017,-,-,-,12155.84,-5.45,-.04,203652311,9927.47,24.49,3.19,1.22
NIFTY50 Equal Weight,18-08-2017,-,-,-,12124.78,-31.06,-.26,253931517,15636.16,24.4,3.17,1.2
NIFTY50 Equal Weight,21-08-2017,-,-,-,12010.26,-114.53,-.94,211627775,11764,24.37,3.14,1.21
NIFTY50 Equal Weight,22-08-2017,-,-,-,12024.42,14.16,.12,189267122,9850.89,24.72,3.15,1.21
NIFTY50 Equal Weight,23-08-2017,-,-,-,12112.95,88.53,.74,173815509,9961.13,24.89,3.17,1.2
NIFTY50 Equal Weight,24-08-2017,-,-,-,12140.2,27.25,.22,190398702,10392.63,24.95,3.17,1.17
NIFTY50 Equal Weight,28-08-2017,-,-,-,12220.55,80.34,.66,164493772,9900.06,25.11,3.19,1.16
NIFTY50 Equal Weight,29-08-2017,-,-,-,12079.02,-141.53,-1.16,178668444,8469.09,24.82,3.15,1.17
NIFTY50 Equal Weight,30-08-2017,-,-,-,12186.2,107.18,.89,162704136,8008.72,25.04,3.18,1.16
NIFTY50 Equal Weight,31-08-2017,-,-,-,12216.3,30.09,.25,337782004,14619.43,25.1,3.19,1.16
NIFTY50 Equal Weight,01-09-2017,-,-,-,12336.97,120.68,.99,162730656,9314.82,25.67,3.22,1.15
NIFTY50 Equal Weight,04-09-2017,-,-,-,12252.79,-84.18,-.68,153369495,8069.64,25.49,3.2,1.16
NIFTY50 Equal Weight,05-09-2017,-,-,-,12303.97,51.18,.42,143522342,7566.62,25.67,3.21,1.15
NIFTY50 Equal Weight,06-09-2017,-,-,-,12269.04,-34.93,-.28,153767846,8926.98,25.59,3.2,1.15
NIFTY50 Equal Weight,07-09-2017,-,-,-,12310.75,41.71,.34,194626599,9455.48,25.67,3.21,1.15
NIFTY50 Equal Weight,08-09-2017,-,-,-,12283.49,-27.26,-.22,168698771,8792.49,25.61,3.18,1.16
NIFTY50 Equal Weight,11-09-2017,-,-,-,12374.84,91.35,.74,178409875,9545.94,25.82,3.2,1.15
NIFTY50 Equal Weight,12-09-2017,-,-,-,12491.64,116.8,.94,188248293,9894.2,26.05,3.23,1.14
NIFTY50 Equal Weight,13-09-2017,-,-,-,12458.02,-33.62,-.27,221608053,10682.41,25.98,3.22,1.15
NIFTY50 Equal Weight,14-09-2017,-,-,-,12468.87,10.85,.09,232637517,11047.46,26,3.22,1.15
NIFTY50 Equal Weight,15-09-2017,-,-,-,12466.75,-2.12,-.02,274799134,13650.9,26,3.22,1.16
NIFTY50 Equal Weight,18-09-2017,-,-,-,12569.83,103.08,.83,160852680,8106.66,26.21,3.24,1.15
NIFTY50 Equal Weight,19-09-2017,-,-,-,12579.48,9.66,.08,193345992,8796.21,26.23,3.25,1.15
NIFTY50 Equal Weight,20-09-2017,-,-,-,12549.37,-30.11,-.24,205605243,10105.71,26.17,3.24,1.16
NIFTY50 Equal Weight,21-09-2017,-,-,-,12533.27,-16.1,-.13,197710666,11114.28,26.13,3.24,1.16
NIFTY50 Equal Weight,22-09-2017,-,-,-,12305.88,-227.39,-1.81,233621596,11941.88,25.67,3.18,1.18
NIFTY50 Equal Weight,25-09-2017,-,-,-,12178.84,-127.03,-1.03,228206970,11258.68,25.41,3.14,1.19
NIFTY50 Equal Weight,26-09-2017,-,-,-,12191.28,12.44,.1,196792799,9754.02,25.43,3.15,1.19
NIFTY50 Equal Weight,27-09-2017,-,-,-,12031.36,-159.92,-1.31,206305991,10127.39,25.1,3.11,1.21
NIFTY50 Equal Weight,28-09-2017,-,-,-,12069.79,38.43,.32,396874518,18962.4,25.18,3.12,1.2
NIFTY50 Equal Weight,29-09-2017,-,-,-,12135.81,66.03,.55,202350211,11087.11,25.35,3.23,1.55
NIFTY50 Equal Weight,03-10-2017,-,-,-,12233.96,98.15,.81,167833406,9698.55,25.55,3.26,1.54
NIFTY50 Equal Weight,04-10-2017,-,-,-,12306.19,72.23,.59,160993982,8790.29,25.7,3.28,1.53
NIFTY50 Equal Weight,05-10-2017,-,-,-,12277.66,-28.53,-.23,152362417,7823.55,25.64,3.27,1.53
NIFTY50 Equal Weight,06-10-2017,-,-,-,12427.5,149.85,1.22,201858899,9986.18,25.96,3.29,1.51
NIFTY50 Equal Weight,09-10-2017,-,-,-,12432.36,4.86,.04,148395842,7425.19,25.97,3.29,1.51
NIFTY50 Equal Weight,10-10-2017,-,-,-,12469.78,37.42,.3,153246570,8055.5,26.04,3.3,1.51
NIFTY50 Equal Weight,11-10-2017,-,-,-,12440.15,-29.64,-.24,195593061,10227.9,25.98,3.3,1.51
NIFTY50 Equal Weight,12-10-2017,-,-,-,12568.79,128.64,1.03,207106672,10579.8,26.25,3.33,1.49
NIFTY50 Equal Weight,13-10-2017,-,-,-,12648.99,80.21,.64,237230047,12379.8,26.42,3.35,1.48
NIFTY50 Equal Weight,16-10-2017,-,-,-,12761.83,112.84,.89,209327364,11774.68,26.63,3.35,1.47
NIFTY50 Equal Weight,17-10-2017,-,-,-,12798.11,36.28,.28,201782377,10422.81,26.7,3.36,1.47
NIFTY50 Equal Weight,18-10-2017,-,-,-,12715.5,-82.61,-.65,262111790,13177.83,26.51,3.34,1.48
NIFTY50 Equal Weight,23-10-2017,-,-,-,12670.06,29.68,.23,224799211,12144.31,26.39,3.33,1.48
NIFTY50 Equal Weight,24-10-2017,-,-,-,12718.29,48.23,.38,223914325,11539.73,26.5,3.34,1.48
NIFTY50 Equal Weight,25-10-2017,-,-,-,12810.85,92.56,.73,612620774,25922.51,26.66,3.36,1.47
NIFTY50 Equal Weight,26-10-2017,-,-,-,12892.06,81.2,.63,443036008,23135.46,26.81,3.39,1.46
NIFTY50 Equal Weight,27-10-2017,-,-,-,12867.46,-24.6,-.19,322411410,15149.9,26.75,3.38,1.46
NIFTY50 Equal Weight,30-10-2017,-,-,-,12923.55,56.09,.44,244193178,12558.7,26.87,3.39,1.45
NIFTY50 Equal Weight,31-10-2017,-,-,-,12877.03,-46.51,-.36,239809700,12830.06,26.56,3.38,1.4
NIFTY50 Equal Weight,01-11-2017,-,-,-,12942.37,65.34,.51,268270466,14206.21,26.51,3.39,1.4
NIFTY50 Equal Weight,02-11-2017,-,-,-,12938.85,-3.52,-.03,207735021,10779.63,26.58,3.39,1.4
NIFTY50 Equal Weight,03-11-2017,-,-,-,12944.42,5.56,.04,206101238,10070.83,26.84,3.39,1.4
NIFTY50 Equal Weight,06-11-2017,-,-,-,12944.07,-.35,0,199559409,10231.76,26.6,3.39,1.4
NIFTY50 Equal Weight,07-11-2017,-,-,-,12774.53,-169.54,-1.31,295830692,16182.46,26.25,3.35,1.41
NIFTY50 Equal Weight,08-11-2017,-,-,-,12736.47,-38.06,-.3,282950322,14789.39,26.19,3.34,1.42
NIFTY50 Equal Weight,09-11-2017,-,-,-,12742.67,6.2,.05,247606613,12697.28,26.09,3.34,1.42
NIFTY50 Equal Weight,10-11-2017,-,-,-,12729.28,-13.4,-.11,287962940,14682.6,26.06,3.33,1.42
NIFTY50 Equal Weight,13-11-2017,-,-,-,12602.61,-126.67,-1,216799588,11783.34,25.5,3.3,1.43
NIFTY50 Equal Weight,14-11-2017,-,-,-,12543.26,-59.35,-.47,314413476,15398.97,25.38,3.29,1.44
NIFTY50 Equal Weight,15-11-2017,-,-,-,12426.88,-116.38,-.93,213836202,11609.18,25.15,3.26,1.45
NIFTY50 Equal Weight,16-11-2017,-,-,-,12508.92,82.04,.66,188180035,9995.55,25.31,3.28,1.44
NIFTY50 Equal Weight,17-11-2017,-,-,-,12555.92,47,.38,209592893,11023.35,25.41,3.28,1.44
NIFTY50 Equal Weight,20-11-2017,-,-,-,12577.47,21.55,.17,151751415,8502.63,25.45,3.29,1.44
NIFTY50 Equal Weight,21-11-2017,-,-,-,12635.65,58.19,.46,191859084,10443.99,25.51,3.31,1.43
NIFTY50 Equal Weight,22-11-2017,-,-,-,12636.13,.47,0,162504058,9136.04,25.5,3.31,1.43
NIFTY50 Equal Weight,23-11-2017,-,-,-,12623.6,-12.53,-.1,157651842,8789.42,25.53,3.3,1.43
NIFTY50 Equal Weight,24-11-2017,-,-,-,12670.18,46.58,.37,133177324,8197.66,25.62,3.31,1.43
NIFTY50 Equal Weight,27-11-2017,-,-,-,12687.21,17.04,.13,146276512,7551.71,25.64,3.32,1.42
NIFTY50 Equal Weight,28-11-2017,-,-,-,12653.69,-33.52,-.26,202050866,9979.25,25.58,3.31,1.43
NIFTY50 Equal Weight,29-11-2017,-,-,-,12652.12,-1.57,-.01,157192930,8852.8,25.57,3.31,1.43
NIFTY50 Equal Weight,30-11-2017,-,-,-,12512.38,-139.74,-1.1,353105240,19005.56,25.29,3.28,1.5
NIFTY50 Equal Weight,01-12-2017,-,-,-,12346.85,-165.53,-1.32,147765528,8518.58,24.96,3.24,1.52
NIFTY50 Equal Weight,04-12-2017,-,-,-,12352.24,5.39,.04,153240126,8458.66,24.97,3.24,1.52
NIFTY50 Equal Weight,05-12-2017,-,-,-,12320.94,-31.3,-.25,160253042,8749.09,24.9,3.23,1.53
NIFTY50 Equal Weight,06-12-2017,-,-,-,12206.17,-114.78,-.93,171208366,9598.82,24.67,3.2,1.54
NIFTY50 Equal Weight,07-12-2017,-,-,-,12409.79,203.63,1.67,171339022,9910.28,25.08,3.25,1.52
NIFTY50 Equal Weight,08-12-2017,-,-,-,12512.61,102.82,.83,206234019,11468.15,25.29,3.28,1.5
NIFTY50 Equal Weight,11-12-2017,-,-,-,12583.88,71.27,.57,152034656,8453.76,25.45,3.3,1.49
NIFTY50 Equal Weight,12-12-2017,-,-,-,12484.9,-98.98,-.79,180546894,10380.24,25.25,3.27,1.51
NIFTY50 Equal Weight,13-12-2017,-,-,-,12429.98,-54.91,-.44,187191964,10070.44,25.14,3.26,1.51
NIFTY50 Equal Weight,14-12-2017,-,-,-,12499.12,69.14,.56,159103960,9549.23,25.28,3.28,1.5
NIFTY50 Equal Weight,15-12-2017,-,-,-,12597.11,97.99,.78,262974703,15106.77,25.47,3.3,1.49
NIFTY50 Equal Weight,18-12-2017,-,-,-,12682.55,85.44,.68,237506982,12921.61,25.65,3.32,1.48
NIFTY50 Equal Weight,19-12-2017,-,-,-,12806.08,123.53,.97,174340665,10982.95,25.9,3.36,1.47
NIFTY50 Equal Weight,20-12-2017,-,-,-,12791.34,-14.74,-.12,180597460,11303,25.87,3.35,1.47
NIFTY50 Equal Weight,21-12-2017,-,-,-,12781.83,-9.51,-.07,156646972,9411.2,25.85,3.35,1.47
NIFTY50 Equal Weight,22-12-2017,-,-,-,12828.33,46.49,.36,143119167,8755.32,25.9,3.36,1.47
NIFTY50 Equal Weight,26-12-2017,-,-,-,12901.9,73.58,.57,160417384,9043.77,26.05,3.38,1.46
NIFTY50 Equal Weight,27-12-2017,-,-,-,12877.11,-24.79,-.19,170307122,9077.6,26,3.38,1.46
NIFTY50 Equal Weight,28-12-2017,-,-,-,12852.12,-24.99,-.19,281309989,14551.58,25.94,3.37,1.46
NIFTY50 Equal Weight,29-12-2017,-,-,-,12919.07,66.94,.52,156736221,8943.1,25.67,3.45,1.47
NIFTY50 Equal Weight,01-01-2018,-,-,-,12815.34,-103.73,-.8,134532090,7546.56,25.47,3.42,1.48
NIFTY50 Equal Weight,02-01-2018,-,-,-,12813.91,-1.43,-.01,158092430,8665.47,25.47,3.42,1.48
NIFTY50 Equal Weight,03-01-2018,-,-,-,12819.36,5.45,.04,172516859,9541.6,25.48,3.42,1.48
NIFTY50 Equal Weight,04-01-2018,-,-,-,12913.78,94.42,.74,180257392,9561.95,25.66,3.45,1.47
NIFTY50 Equal Weight,05-01-2018,-,-,-,12992.89,79.11,.61,186469717,10306.22,25.82,3.47,1.46
NIFTY50 Equal Weight,08-01-2018,-,-,-,13077.36,84.47,.65,174181231,9907.27,25.99,3.49,1.45
NIFTY50 Equal Weight,09-01-2018,-,-,-,13073.19,-4.18,-.03,211291563,10733.37,25.98,3.49,1.45
NIFTY50 Equal Weight,10-01-2018,-,-,-,13062.67,-10.52,-.08,181900014,9720.65,25.96,3.49,1.45
NIFTY50 Equal Weight,11-01-2018,-,-,-,13071.17,8.5,.07,158630055,9635.01,25.98,3.49,1.45
NIFTY50 Equal Weight,12-01-2018,-,-,-,13084.32,13.15,.1,180592153,11005.12,25.98,3.49,1.45
NIFTY50 Equal Weight,15-01-2018,-,-,-,13074.64,-9.68,-.07,181262074,11333.11,25.79,3.49,1.45
NIFTY50 Equal Weight,16-01-2018,-,-,-,13010.88,-63.76,-.49,217468081,12709.44,25.66,3.47,1.46
