Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty Bank,1/1/2016,16932.5,17067.45,16824.05,17039.25,117.05,0.69,29215687,842.48,17.81,2.41,1.14
Nifty Bank,4/1/2016,16966.35,16966.35,16575.45,16599.15,-440.1,-2.58,52324127,1541.5,17.35,2.35,1.17
Nifty Bank,5/1/2016,16652.05,16670.2,16474.85,16542.5,-56.65,-0.34,53646729,1398.28,17.29,2.34,1.18
Nifty Bank,6/1/2016,16505.45,16614.95,16377.65,16433.15,-109.35,-0.66,55221322,1497.85,17.18,2.32,1.18
Nifty Bank,7/1/2016,16256.55,16256.55,16049.75,16073.85,-359.3,-2.19,76230933,2123.7,16.8,2.27,1.21
Nifty Bank,8/1/2016,16135.4,16229,16104.1,16142.65,68.8,0.43,53483569,1559.14,16.87,2.28,1.21
Nifty Bank,11/1/2016,15979.05,16156.8,15840.6,16016.25,-126.4,-0.78,67298931,1807.79,16.75,2.26,1.21
Nifty Bank,12/1/2016,16080.4,16080.4,15699.4,15734.8,-281.45,-1.76,98499719,2317.63,16.45,2.22,1.24
Nifty Bank,13-01-2016,15835.05,15956.25,15532.25,15871.85,137.05,0.87,113380181,2788.44,16.6,2.24,1.23
Nifty Bank,14-01-2016,15612.1,15803.2,15453.4,15609.8,-262.05,-1.65,81791556,2078.88,16.32,2.21,1.25
Nifty Bank,15-01-2016,15621.85,15650.7,15154.35,15206.3,-403.5,-2.58,98894244,2370.35,15.9,2.15,1.28
Nifty Bank,18-01-2016,15165.2,15270.4,14956.95,15020.8,-185.5,-1.22,121191177,2858.69,15.71,2.12,1.29
Nifty Bank,19-01-2016,15086.75,15338.2,15086.75,15269.65,248.85,1.66,85097353,2244.94,15.93,2.16,1.27
Nifty Bank,20-01-2016,15059.5,15533.45,14754.65,14935.5,-334.15,-2.19,92651950,2387.1,15.58,2.11,1.3
Nifty Bank,21-01-2016,15132.2,15364.6,14918.15,15101.2,165.7,1.11,109781594,2868.71,15.75,2.13,1.29
Nifty Bank,22-01-2016,15343.15,15575.65,15274.9,15497.55,396.35,2.62,87614131,2171.13,16.09,2.19,1.25
Nifty Bank,25-01-2016,15667,15682.65,15495.1,15561.15,63.6,0.41,66198778,1818.37,16.15,2.2,1.25
Nifty Bank,27-01-2016,15648.4,15673.95,15442.2,15534.6,-26.55,-0.17,68640342,1620.28,16.12,2.2,1.25
Nifty Bank,28-01-2016,15569.55,15572.2,15349.75,15381.45,-153.15,-0.99,85676389,2253.06,15.96,2.17,1.26
Nifty Bank,29-01-2016,15140.15,15554.9,15136.85,15522.4,140.95,0.92,137127980,3961.51,16.11,2.19,1.25
Nifty Bank,1/2/2016,15547.75,15565.5,15281.35,15314.45,-207.95,-1.34,101914265,2931.57,15.84,2.16,1.27
Nifty Bank,2/2/2016,15353.6,15463.45,15018.85,15068,-246.45,-1.61,117353243,2840.84,15.55,2.13,1.29
Nifty Bank,3/2/2016,14897.4,14947.8,14777.75,14834.05,-233.95,-1.55,84639389,2169.51,15.31,2.1,1.31
Nifty Bank,4/2/2016,14969.2,14978.35,14761.4,14869.15,35.1,0.24,91114395,2315.65,15.34,2.1,1.31
Nifty Bank,5/2/2016,14928.25,15211.9,14890.9,15162.05,292.9,1.97,97272505,2486.58,15.64,2.14,1.28
Nifty Bank,8/2/2016,15206.3,15367.9,14960.1,15046.8,-115.25,-0.76,89200251,2170.65,15.53,2.13,1.29
Nifty Bank,9/2/2016,14830.4,14964.9,14760.8,14875.1,-171.7,-1.14,104650249,2188.07,15.35,2.1,1.31
Nifty Bank,10/2/2016,14740.2,14779.15,14490.2,14588.45,-286.65,-1.93,125483478,2671.87,15.05,2.06,1.33
Nifty Bank,11/2/2016,14518.65,14530.8,13969.85,14028.55,-559.9,-3.84,177103186,3557.95,14.58,1.98,1.39
Nifty Bank,12/2/2016,14088.6,14154.55,13810.6,13971.5,-57.05,-0.41,159082790,3869.88,14.52,1.97,1.39
Nifty Bank,15-02-2016,14120.9,14548.15,14120.5,14445,473.5,3.39,173684225,3623,16.01,2.04,1.35
Nifty Bank,16-02-2016,14602.25,14602.25,14136.8,14166.45,-278.55,-1.93,122479893,2661.57,15.7,2,1.37
Nifty Bank,17-02-2016,14165.25,14186.1,13892.1,14119.85,-46.6,-0.33,132908648,2737.11,15.65,2,1.38
Nifty Bank,18-02-2016,14301.75,14385.65,14180.9,14298.15,178.3,1.26,108987470,2402.51,15.85,2.02,1.36
Nifty Bank,19-02-2016,14243.45,14395.85,14207.35,14344.2,46.05,0.32,99325491,2016.18,15.9,2.03,1.36
Nifty Bank,22-02-2016,14331.2,14467.15,14322.65,14384.8,40.6,0.28,68267346,1536.4,15.95,2.03,1.35
Nifty Bank,23-02-2016,14373.3,14373.3,13961.75,14008.35,-376.45,-2.62,81430644,1965.76,15.53,1.98,1.39
Nifty Bank,24-02-2016,13873.7,13974.5,13760.25,13794.05,-214.3,-1.53,92126868,2031.46,15.29,1.95,1.41
Nifty Bank,25-02-2016,13844.45,13844.45,13519.9,13555.7,-238.35,-1.73,107787803,2375.44,15.03,1.92,1.43
Nifty Bank,26-02-2016,13715.1,13889.25,13595.2,13791.45,235.75,1.74,102344200,2155.84,15.33,1.94,1.41
Nifty Bank,29-02-2016,13818.9,14222.3,13407.25,13946.4,154.95,1.12,262463001,6538.28,15.5,1.96,1.4
Nifty Bank,1/3/2016,14064.8,14445.7,14064.8,14412.9,466.5,3.34,99318596,2340.78,16.02,2.03,1.35
Nifty Bank,2/3/2016,14770.35,15138.7,14767.3,15092.45,679.55,4.71,176235867,3966.29,16.77,2.13,1.29
Nifty Bank,3/3/2016,15150.05,15206.25,15000.05,15177.75,85.3,0.57,106177314,2659.42,16.87,2.14,1.28
Nifty Bank,4/3/2016,15243.75,15451.75,15005.5,15339.2,161.45,1.06,131358681,2755.33,17.05,2.16,1.27
Nifty Bank,8/3/2016,15323.45,15326.65,15066.5,15146.5,-192.7,-1.26,93409280,2172.12,16.83,2.13,1.29
Nifty Bank,9/3/2016,15022.35,15331.25,14989.4,15279.05,132.55,0.88,103166377,2532.39,16.98,2.15,1.28
Nifty Bank,10/3/2016,15347.45,15354.15,15098.5,15180.65,-98.4,-0.64,71231660,1842.52,16.87,2.14,1.28
Nifty Bank,11/3/2016,15133.75,15343.55,15024.8,15168.2,-12.45,-0.08,76974856,2153.88,16.86,2.14,1.28
Nifty Bank,14-03-2016,15309.05,15416.15,15220.15,15277.8,109.6,0.72,62568481,1651.96,16.98,2.15,1.28
Nifty Bank,15-03-2016,15310.45,15386.85,15268.1,15326.8,49,0.32,75740344,2008.44,17.03,2.16,1.27
Nifty Bank,16-03-2016,15304.35,15489.5,15178.3,15461.7,134.9,0.88,80437373,2070.96,17.18,2.18,1.26
Nifty Bank,17-03-2016,15622.3,15704.75,15312.5,15444,-17.7,-0.11,103772808,2858.64,17.16,2.17,1.26
Nifty Bank,18-03-2016,15485.8,15678.55,15456.2,15654.85,210.85,1.37,71783060,1896,17.4,2.2,1.24
Nifty Bank,21-03-2016,15735.55,15945.8,15735.55,15926.1,271.25,1.73,73595488,1979.57,17.7,2.24,1.22
Nifty Bank,22-03-2016,15930.45,15967.85,15779.15,15936,9.9,0.06,58606010,1669.75,17.71,2.24,1.22
Nifty Bank,23-03-2016,15884.25,15919.6,15799.95,15887.75,-48.25,-0.3,64078807,1982.19,17.66,2.24,1.23
Nifty Bank,28-03-2016,15867.75,15890.7,15522.2,15604.9,-282.85,-1.78,83527683,2658.69,17.34,2.2,1.25
Nifty Bank,29-03-2016,15583.1,15774.1,15580.8,15666.25,61.35,0.39,69537187,1823.03,17.41,2.21,1.24
Nifty Bank,30-03-2016,15829.6,16167.5,15762.2,16134.85,468.6,2.99,93824682,2461.58,17.93,2.27,1.21
Nifty Bank,31-03-2016,16134.4,16282.75,16062.05,16141.65,6.8,0.04,161944757,4080.61,17.94,2.27,1.21
Nifty Bank,1/4/2016,16099.65,16235.8,16020.6,16174.9,33.25,0.21,90417981,2174.55,17.98,2.28,1.2
Nifty Bank,4/4/2016,16236.9,16278.5,16046.5,16190.6,15.7,0.1,72458835,1912.58,17.99,2.28,1.2
Nifty Bank,5/4/2016,16127.45,16147.15,15659.75,15695,-495.6,-3.06,125878076,3117.87,17.44,2.21,1.24
Nifty Bank,6/4/2016,15750.15,15768.55,15578.55,15636.95,-58.05,-0.37,71126678,1853.86,17.38,2.2,1.25
