Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 200,01-01-2016,4199.9,4222.7,4188.3,4218.95,17.15,.41,372865557,6924.22,22.71,3,1.43
Nifty 200,04-01-2016,4202.4,4214.25,4133.3,4138.2,-80.75,-1.91,585713201,11751.14,22.27,2.94,1.46
Nifty 200,05-01-2016,4157.05,4159.3,4126.65,4141.8,3.6,.09,584035707,12172.53,22.29,2.95,1.46
Nifty 200,06-01-2016,4144.4,4154.85,4110.65,4121.15,-20.65,-.5,542797156,13068.2,22.18,2.93,1.47
Nifty 200,07-01-2016,4084.45,4084.45,4014.5,4020.65,-100.5,-2.44,604172152,13571.84,21.64,2.86,1.5
Nifty 200,08-01-2016,4044.35,4060.35,4031.2,4045.4,24.75,.62,503693080,11740.77,21.77,2.88,1.49
Nifty 200,11-01-2016,4008.35,4044.1,3985.85,4020.7,-24.7,-.61,541178093,12136.09,21.65,2.86,1.5
Nifty 200,12-01-2016,4032.8,4032.8,3982.35,3991.55,-29.15,-.72,547860242,11924.18,21.49,2.84,1.51
Nifty 200,13-01-2016,4017.5,4031.3,3931.55,4006.6,15.05,.38,761429408,16232.52,21.57,2.85,1.51
Nifty 200,14-01-2016,3955.15,4020.9,3938.3,3985.35,-21.25,-.53,626340756,14338.4,21.46,2.84,1.52
Nifty 200,15-01-2016,3999.45,4001.7,3912.1,3916.55,-68.8,-1.73,621518816,13867.62,21.09,2.79,1.54
Nifty 200,18-01-2016,3907.6,3926,3848.3,3855,-61.55,-1.57,696629629,14358.62,20.74,2.74,1.57
Nifty 200,19-01-2016,3870.55,3914.75,3858.5,3902.05,47.05,1.22,580277055,12132.09,20.99,2.78,1.55
Nifty 200,20-01-2016,3861.95,3861.95,3795.45,3834.35,-67.7,-1.73,638975060,14039.22,20.63,2.73,1.58
Nifty 200,21-01-2016,3870.05,3885.5,3801.05,3816.5,-17.85,-.47,662358039,14814.58,20.53,2.72,1.58
Nifty 200,22-01-2016,3858.1,3900.15,3844.15,3894.55,78.05,2.05,579859410,12481.23,20.92,2.77,1.55
Nifty 200,25-01-2016,3920.9,3930.65,3897.95,3903.35,8.8,.23,451052618,10089.8,20.96,2.78,1.55
Nifty 200,27-01-2016,3921.35,3926.15,3894.35,3906.9,3.55,.09,517048549,12047.25,20.98,2.78,1.55
Nifty 200,28-01-2016,3901.4,3919.85,3894.6,3898.25,-8.65,-.22,774839860,17261.78,20.78,2.77,1.55
Nifty 200,29-01-2016,3895.8,3974.35,3895.6,3969.2,70.95,1.82,713720032,17404.35,21.15,2.82,1.52
Nifty 200,01-02-2016,3986,3990.35,3961.65,3969.25,.05,0,512865354,13384.45,21.15,2.82,1.52
Nifty 200,02-02-2016,3975.8,3981.25,3899.1,3912.55,-56.7,-1.43,652202551,13763.71,21.05,2.78,1.54
Nifty 200,03-02-2016,3878.25,3891.15,3856.1,3861.4,-51.15,-1.31,795067989,12497.12,20.77,2.75,1.56
Nifty 200,04-02-2016,3890.7,3908.55,3855.25,3877.25,15.85,.41,647720160,13269.95,20.85,2.76,1.56
Nifty 200,05-02-2016,3886.8,3937.95,3880.3,3931.15,53.9,1.39,598670888,14180.2,21.14,2.8,1.54
Nifty 200,08-02-2016,3934.65,3950.25,3879.1,3889.05,-42.1,-1.07,513101785,10345.09,20.89,2.77,1.55
Nifty 200,09-02-2016,3847.1,3854.75,3827.05,3835.35,-53.7,-1.38,527590159,12317.12,20.61,2.73,1.57
Nifty 200,10-02-2016,3818.7,3821.75,3769,3789.8,-45.55,-1.19,739408480,14370.26,19.96,2.7,1.59
Nifty 200,11-02-2016,3783.35,3784.15,3653.1,3661.2,-128.6,-3.39,895107180,15882.31,19.3,2.6,1.65
Nifty 200,12-02-2016,3684.75,3684.75,3591.45,3658.95,-2.25,-.06,1014287553,18443.91,19.29,2.6,1.65
Nifty 200,15-02-2016,3702.95,3771.55,3702.95,3762.15,103.2,2.82,743540724,15301.21,20.04,2.68,1.61
Nifty 200,16-02-2016,3780.45,3780.9,3688.4,3693.2,-68.95,-1.83,616179324,12644.43,19.67,2.63,1.64
Nifty 200,17-02-2016,3698.6,3727.7,3639.3,3720.85,27.65,.75,672734847,13490.82,19.81,2.65,1.62
Nifty 200,18-02-2016,3757.15,3776.65,3726.1,3759.65,38.8,1.04,583211760,12914.76,20.05,2.68,1.61
Nifty 200,19-02-2016,3749.55,3774.55,3737.5,3767.7,8.05,.21,495647925,9963.25,20.09,2.68,1.6
Nifty 200,22-02-2016,3771.4,3790.6,3766.8,3783.35,15.65,.42,401337939,9390.06,20.17,2.69,1.6
Nifty 200,23-02-2016,3788,3788,3716.45,3721.7,-61.65,-1.63,495208364,10632.65,19.84,2.65,1.62
Nifty 200,24-02-2016,3705.6,3710.5,3671.45,3675.75,-45.95,-1.23,540190795,10726.78,19.59,2.61,1.64
Nifty 200,25-02-2016,3682.8,3683.15,3643.75,3648.15,-27.6,-.75,825437536,15265.04,19.45,2.6,1.66
Nifty 200,26-02-2016,3684.15,3690.9,3652,3675.25,27.1,.74,521731081,11297.96,19.59,2.62,1.65
Nifty 200,29-02-2016,3686.3,3710.35,3579.6,3660.1,-15.15,-.41,1000079823,22129.61,19.51,2.61,1.65
Nifty 200,01-03-2016,3684.2,3786.25,3684.2,3779.95,119.85,3.27,661727576,15074.13,20.15,2.69,1.6
Nifty 200,02-03-2016,3829.05,3863.95,3826.35,3855.5,75.55,2,829972566,17803.48,20.55,2.75,1.57
Nifty 200,03-03-2016,3885.4,3909.8,3870.9,3905.9,50.4,1.31,712218352,15482.33,20.82,2.78,1.55
Nifty 200,04-03-2016,3921.55,3926.15,3893.5,3918.05,12.15,.31,718895660,14540.86,20.89,2.79,1.54
Nifty 200,08-03-2016,3919.05,3942.8,3897.55,3919.65,1.6,.04,779235129,14898.38,20.86,2.79,1.54
Nifty 200,09-03-2016,3896,3943.35,3887.15,3940.25,20.6,.53,673913784,15029.23,20.97,2.8,1.54
Nifty 200,10-03-2016,3948.8,3949.4,3900.85,3917.4,-22.85,-.58,580647694,14160.36,20.85,2.79,1.54
Nifty 200,11-03-2016,3916.95,3946.9,3904.15,3928,10.6,.27,567689002,12853.26,20.91,2.79,1.54
Nifty 200,14-03-2016,3946.1,3965.65,3930.25,3942.9,14.9,.38,472735889,10458.66,20.99,2.8,1.53
Nifty 200,15-03-2016,3942.9,3942.9,3899.9,3904.35,-38.55,-.98,483516843,11879.33,20.78,2.78,1.55
Nifty 200,16-03-2016,3903.05,3919.7,3868.4,3915.75,11.4,.29,513145283,11645.86,20.84,2.78,1.55
Nifty 200,17-03-2016,3947.1,3960.55,3910.75,3926.1,10.35,.26,569826553,14428.18,20.9,2.79,1.54
Nifty 200,18-03-2016,3937.05,3973.65,3926.1,3970.95,44.85,1.14,601387276,15612.81,21.14,2.82,1.52
Nifty 200,21-03-2016,3979.6,4028.45,3979.6,4024.5,53.55,1.35,505020552,13266.45,21.42,2.86,1.5
Nifty 200,22-03-2016,4023.15,4038,3996.7,4032.45,7.95,.2,571538525,14390.39,21.47,2.87,1.5
Nifty 200,23-03-2016,4034,4038.05,4012.75,4033.95,1.5,.04,487187535,12507.82,21.47,2.87,1.5
Nifty 200,28-03-2016,4045.2,4045.5,3966,3978.45,-55.5,-1.38,557037421,14466.06,21.18,2.83,1.52
Nifty 200,29-03-2016,3974.45,3995.8,3957.55,3970.15,-8.3,-.21,528262836,15091.92,21.13,2.82,1.52
Nifty 200,30-03-2016,3998.25,4045.1,3996.55,4042.15,72,1.81,615765454,15066.43,21.52,2.87,1.49
Nifty 200,31-03-2016,4040.95,4061.5,4029.95,4051.45,9.3,.23,971436764,23826.76,21.57,2.88,1.49
Nifty 200,01-04-2016,4042.10,4056.05,4019.85,4043.20,-8.25,-0.20,473294884,12882.79,21.79,2.95,1.49
