Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty500 Momentum 50,05-06-2024,-,-,-,55367.55,1941.88,3.63,520793143,24604.6,26.87,5.18,.79
Nifty500 Momentum 50,06-06-2024,-,-,-,57305.67,1938.11,3.5,446990453,22144.17,27.82,5.36,.76
Nifty500 Momentum 50,07-06-2024,-,-,-,58346.89,1041.23,1.82,262969767,14073.81,28.32,5.46,.75
Nifty500 Momentum 50,10-06-2024,-,-,-,58728.54,381.65,.65,322102274,13156.63,28.46,5.5,.74
Nifty500 Momentum 50,11-06-2024,-,-,-,59302.53,573.99,.98,290407773,12532.11,28.73,5.55,.74
Nifty500 Momentum 50,12-06-2024,-,-,-,59688.27,385.74,.65,258918062,9886.3,28.92,5.59,.72
Nifty500 Momentum 50,13-06-2024,-,-,-,60288.43,600.16,1.01,214723289,12537.03,29.2,5.63,.7
Nifty500 Momentum 50,14-06-2024,-,-,-,61016.84,728.41,1.21,269347154,19226.82,29.55,5.7,.72
Nifty500 Momentum 50,18-06-2024,-,-,-,61841.22,824.38,1.35,253287834,21972.97,29.95,5.78,.67
Nifty500 Momentum 50,19-06-2024,-,-,-,60975.79,-865.43,-1.4,186853007,14971.79,29.53,5.7,.68
Nifty500 Momentum 50,20-06-2024,-,-,-,61065.64,89.85,.15,297386391,16565.65,29.57,5.69,.68
Nifty500 Momentum 50,21-06-2024,-,-,-,61100.68,35.04,.06,448766579,18858.74,29.59,5.64,.69
Nifty500 Momentum 50,24-06-2024,-,-,-,61414.68,314.0,.51,344804801,13374.41,29.74,5.67,.68
Nifty500 Momentum 50,25-06-2024,-,-,-,61147.59,-267.09,-.43,200883163,11526.93,29.61,5.65,.69
Nifty500 Momentum 50,26-06-2024,-,-,-,60916.89,-230.7,-.38,191833465,11984.29,29.5,5.63,.69
Nifty500 Momentum 50,27-06-2024,-,-,-,60783.89,-133.01,-.22,255014800,18101.64,29.44,5.61,.69
Nifty500 Momentum 50,28-06-2024,-,-,-,60871.18,87.3,.14,502828238,21911.82,30.68,5.95,.8
Nifty500 Momentum 50,01-07-2024,-,-,-,61305.37,434.19,.71,362638177,17929.61,30.9,5.99,.72
Nifty500 Momentum 50,02-07-2024,-,-,-,61102.99,-202.38,-.33,382748477,17715.13,30.8,5.97,.72
Nifty500 Momentum 50,03-07-2024,-,-,-,62188.19,1085.2,1.78,606701001,28296.79,31.35,6.08,.71
Nifty500 Momentum 50,04-07-2024,-,-,-,63002.93,814.74,1.31,741322319,38214.59,31.76,6.16,.72
Nifty500 Momentum 50,05-07-2024,-,-,-,63738.92,736.0,1.17,990792989,41109.51,32.13,6.23,.75
Nifty500 Momentum 50,08-07-2024,-,-,-,63998.95,260.02,.41,994767093,39941.56,32.26,6.26,.74
Nifty500 Momentum 50,09-07-2024,-,-,-,64103.86,104.91,.16,855267507,33035.42,32.31,6.27,.74
Nifty500 Momentum 50,10-07-2024,-,-,-,63991.74,-112.12,-.17,946307914,39942.34,32.26,6.26,.74
Nifty500 Momentum 50,11-07-2024,-,-,-,64437.29,445.55,.7,789077644,30743.69,32.48,6.3,.74
Nifty500 Momentum 50,12-07-2024,-,-,-,64074.75,-362.55,-.56,909489911,29799.58,32.3,6.26,.74
Nifty500 Momentum 50,15-07-2024,-,-,-,64329.21,254.47,.4,650864476,21581.85,32.42,6.19,.68
Nifty500 Momentum 50,16-07-2024,-,-,-,63894.93,-434.28,-.68,540914070,21304.7,32.2,6.15,.69
Nifty500 Momentum 50,18-07-2024,-,-,-,62287.75,-1607.18,-2.52,637900491,28820.92,31.39,6,.7
Nifty500 Momentum 50,19-07-2024,-,-,-,60624.28,-1663.48,-2.67,641511621,28399.9,30.5,5.84,.74
Nifty500 Momentum 50,22-07-2024,-,-,-,61426.93,802.65,1.32,500554844,23583.08,30.9,5.9,.73
Nifty500 Momentum 50,23-07-2024,-,-,-,60601.63,-825.3,-1.34,1164904682,38392.27,30.49,5.73,.74
Nifty500 Momentum 50,24-07-2024,-,-,-,60855.37,253.74,.42,550202530,19512.28,30.59,5.75,.74
Nifty500 Momentum 50,25-07-2024,-,-,-,60838.4,-16.98,-.03,545207078,17288.8,30.58,5.75,.74
Nifty500 Momentum 50,26-07-2024,-,-,-,61969.39,1131.0,1.86,551883054,17988.06,31.15,5.86,.74
Nifty500 Momentum 50,29-07-2024,-,-,-,63342.32,1372.93,2.22,741339537,25950.91,31.78,5.99,.7
Nifty500 Momentum 50,30-07-2024,-,-,-,63446.31,103.99,.16,484329106,20673,31.3,6,.7
Nifty500 Momentum 50,31-07-2024,-,-,-,63883.19,436.87,.69,473686094,22652.44,31.51,6.04,.69
Nifty500 Momentum 50,01-08-2024,-,-,-,63280.61,-602.58,-.94,490890062,20671.25,31.13,5.98,.69
