Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty Services Sector,01-01-2016,10302.5,10337.3,10251.9,10324.25,16.9,.16,56354120,1638.24,18.45,3.11,1.5
Nifty Services Sector,04-01-2016,10276.05,10278,10058.9,10072.75,-251.5,-2.44,102839821,3224.92,18,3.04,1.54
Nifty Services Sector,05-01-2016,10123.05,10123.05,10009.95,10043.05,-29.7,-.29,94872480,3174.89,17.95,3.03,1.54
Nifty Services Sector,06-01-2016,10038.45,10085.25,9982.5,10012.9,-30.15,-.3,99187906,3519.64,17.89,3.02,1.54
Nifty Services Sector,07-01-2016,9921,9921,9806,9816.25,-196.65,-1.96,125608455,4131.49,17.54,2.96,1.58
Nifty Services Sector,08-01-2016,9875.7,9902.9,9841.8,9880.3,64.05,.65,97913539,3379.9,17.66,2.98,1.57
Nifty Services Sector,11-01-2016,9788.75,9850.3,9730.5,9786,-94.3,-.95,117164821,3820.16,17.49,2.95,1.58
Nifty Services Sector,12-01-2016,9823.85,9823.85,9649.75,9673.55,-112.45,-1.15,152594820,4356.41,17.29,2.92,1.6
Nifty Services Sector,13-01-2016,9723.8,9777.1,9545.75,9740.6,67.05,.69,169758506,5145.6,17.41,2.94,1.59
Nifty Services Sector,14-01-2016,9608.6,9820.25,9574.35,9717.4,-23.2,-.24,147521150,5644.69,17.37,2.93,1.59
Nifty Services Sector,15-01-2016,9754.1,9756.65,9536.6,9553.8,-163.6,-1.68,155477606,4947.9,17.08,2.88,1.62
Nifty Services Sector,18-01-2016,9522.85,9587.7,9450.55,9464.95,-88.85,-.93,179208956,5188.57,16.88,2.85,1.63
Nifty Services Sector,19-01-2016,9505.25,9617.2,9505.25,9589.8,124.85,1.32,130725715,4150.9,17.08,2.89,1.61
Nifty Services Sector,20-01-2016,9493.65,9497.05,9351.55,9434.4,-155.4,-1.62,155801053,4555.94,16.8,2.84,1.64
Nifty Services Sector,21-01-2016,9532.95,9599,9415.15,9479.75,45.35,.48,173925135,5416.94,16.89,2.86,1.63
