Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty Transportation & Logistics,22-02-2022,-,-,-,10910.54,-41.66,-.38,76238167,4838.58,62.5,4.97,1.02
Nifty Transportation & Logistics,23-02-2022,-,-,-,10894.02,-16.52,-.15,62204812,3769.6,62.4,4.96,1.02
Nifty Transportation & Logistics,24-02-2022,-,-,-,10226.32,-667.7,-6.13,159883467,9143.81,58.58,4.66,1.08
Nifty Transportation & Logistics,25-02-2022,-,-,-,10559.98,333.66,3.26,109133365,6933.27,60.49,4.81,1.04
Nifty Transportation & Logistics,28-02-2022,-,-,-,10534.43,-25.55,-.24,90363556,5760.55,60.34,4.8,1.04
Nifty Transportation & Logistics,02-03-2022,-,-,-,10310.04,-224.39,-2.13,77941525,6219.23,59.06,4.7,1.07
Nifty Transportation & Logistics,03-03-2022,-,-,-,10116.18,-193.86,-1.88,92411200,5584.97,57.95,4.61,1.09
Nifty Transportation & Logistics,04-03-2022,-,-,-,9806.86,-309.31,-3.06,146687597,8592.05,56.17,4.47,1.12
Nifty Transportation & Logistics,07-03-2022,-,-,-,9477.22,-329.64,-3.36,134691499,7581.16,54.29,4.32,1.16
Nifty Transportation & Logistics,08-03-2022,-,-,-,9556.85,79.63,.84,143908356,7634.15,54.74,4.35,1.15
Nifty Transportation & Logistics,09-03-2022,-,-,-,9831.62,274.78,2.88,129263212,7449.87,56.32,4.48,1.12
Nifty Transportation & Logistics,10-03-2022,-,-,-,10025.11,193.49,1.97,153592149,7646.12,57.42,4.57,1.1
Nifty Transportation & Logistics,11-03-2022,-,-,-,10011.27,-13.84,-.14,102858477,5115.2,57.35,4.56,1.1
Nifty Transportation & Logistics,14-03-2022,-,-,-,10081.26,69.99,.7,89530896,4714.76,57.75,4.59,1.09
Nifty Transportation & Logistics,15-03-2022,-,-,-,10097.02,15.75,.16,112133105,6208.69,57.84,4.6,1.09
Nifty Transportation & Logistics,16-03-2022,-,-,-,10298.76,201.74,2,85551025,4424.19,58.99,4.69,1.07
Nifty Transportation & Logistics,17-03-2022,-,-,-,10472.02,173.26,1.68,97277641,5894.92,59.98,4.77,1.05
Nifty Transportation & Logistics,21-03-2022,-,-,-,10354.38,-117.64,-1.12,62664958,4271.86,59.31,4.72,1.06
Nifty Transportation & Logistics,22-03-2022,-,-,-,10436.48,82.1,.79,86215202,4927.68,59.78,4.75,1.05
Nifty Transportation & Logistics,23-03-2022,-,-,-,10365.16,-71.32,-.68,64822294,4025.82,59.37,4.72,1.06
Nifty Transportation & Logistics,24-03-2022,-,-,-,10351.37,-13.79,-.13,51250931,3145.66,59.29,4.72,1.06
Nifty Transportation & Logistics,25-03-2022,-,-,-,10358.6,7.22,.07,62990321,4336.41,59.33,4.72,1.08
Nifty Transportation & Logistics,28-03-2022,-,-,-,10366.96,8.36,.08,62222912,4176.2,59.38,4.72,1.07
Nifty Transportation & Logistics,29-03-2022,-,-,-,10384.43,17.47,.17,71372413,4989.67,59.48,4.73,1.07
Nifty Transportation & Logistics,30-03-2022,-,-,-,10488.48,104.05,1,68798668,4889.84,60.08,4.78,1.06
Nifty Transportation & Logistics,31-03-2022,-,-,-,10512.17,23.69,.23,100572288,4679.39,69.61,5.05,.99
Nifty Transportation & Logistics,01-04-2022,-,-,-,10633.27,121.1,1.15,85752528,4914.89,70.41,5.1,.98
Nifty Transportation & Logistics,04-04-2022,-,-,-,10795.09,161.82,1.52,91287439,4964.85,71.48,5.18,.97
Nifty Transportation & Logistics,05-04-2022,-,-,-,10933.0,137.91,1.28,118794822,6214.05,72.39,5.25,.96
Nifty Transportation & Logistics,06-04-2022,-,-,-,10913.8,-19.2,-.18,82959297,4621.31,72.27,5.24,.96
Nifty Transportation & Logistics,07-04-2022,-,-,-,10791.45,-122.36,-1.12,81357252,4649.76,71.46,5.18,.97
