Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty MidSmallcap 400,01-04-2016,-,-,-,4151.76,27.15,0.66,525581985,4334.86,35.17,1.85,1.24
Nifty MidSmallcap 400,04-04-2016,-,-,-,4171.36,19.60,0.47,373473942,4069.96,35.11,1.86,1.23
Nifty MidSmallcap 400,05-04-2016,-,-,-,4103.65,-67.71,-1.62,423449641,4626.77,34.54,1.83,1.25
Nifty MidSmallcap 400,06-04-2016,-,-,-,4132.94,29.28,0.71,390604880,4243.78,34.78,1.84,1.25
Nifty MidSmallcap 400,07-04-2016,-,-,-,4113.56,-19.38,-0.47,438613636,4382.13,34.59,1.83,1.25
Nifty MidSmallcap 400,08-04-2016,-,-,-,4141.10,27.53,0.67,361822859,4173.15,34.82,1.85,1.25
Nifty MidSmallcap 400,11-04-2016,-,-,-,4175.24,34.15,0.82,359824643,4661.76,35.10,1.86,1.24
Nifty MidSmallcap 400,12-04-2016,-,-,-,4217.31,42.06,1.01,363222807,5342.17,35.45,1.88,1.22
Nifty MidSmallcap 400,13-04-2016,-,-,-,4267.21,49.90,1.18,437315865,4989.40,35.88,1.90,1.21
Nifty MidSmallcap 400,18-04-2016,-,-,-,4316.47,49.26,1.15,398661215,4788.86,36.59,1.92,1.20
Nifty MidSmallcap 400,20-04-2016,-,-,-,4341.50,25.03,0.58,536761692,5819.86,36.86,1.94,1.19
Nifty MidSmallcap 400,21-04-2016,-,-,-,4316.41,-25.09,-0.58,433008551,4955.54,36.32,1.92,1.20
Nifty MidSmallcap 400,22-04-2016,-,-,-,4315.62,-0.79,-0.02,359631708,4243.81,36.22,1.92,1.20
Nifty MidSmallcap 400,25-04-2016,-,-,-,4302.72,-12.90,-0.30,363854757,4248.44,36.34,1.92,1.20
Nifty MidSmallcap 400,26-04-2016,-,-,-,4333.61,30.89,0.72,394434749,4773.98,36.61,1.93,1.19
Nifty MidSmallcap 400,27-04-2016,-,-,-,4341.82,8.20,0.19,387125181,4820.24,36.62,1.93,1.19
Nifty MidSmallcap 400,28-04-2016,-,-,-,4290.58,-51.24,-1.18,580741947,6319.12,36.19,1.91,1.21
Nifty MidSmallcap 400,29-04-2016,-,-,-,4292.03,1.45,0.03,465932583,4908.29,36.03,1.92,1.21
Nifty MidSmallcap 400,02-05-2016,-,-,-,4305.96,13.94,0.32,395128740,4402.67,36.03,1.93,1.20
Nifty MidSmallcap 400,03-05-2016,-,-,-,4291.27,-14.70,-0.34,442094097,5500.88,35.90,1.92,1.21
Nifty MidSmallcap 400,04-05-2016,-,-,-,4246.64,-44.63,-1.04,423967092,4930.74,36.60,1.90,1.22
Nifty MidSmallcap 400,05-05-2016,-,-,-,4238.96,-7.68,-0.18,381059658,4656.15,35.94,1.90,1.22
Nifty MidSmallcap 400,06-05-2016,-,-,-,4243.66,4.70,0.11,375379134,4336.92,36.02,1.90,1.22
