Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty500 Shariah,01-01-2016,-,-,-,2180.36,5.32,.24,87991727,2684.11,22.36,3.34,1.23
Nifty500 Shariah,04-01-2016,-,-,-,2149.61,-30.76,-1.41,134581783,4731.9,22.05,3.29,1.25
Nifty500 Shariah,05-01-2016,-,-,-,2156.44,6.83,.32,162307115,5043.91,22.12,3.3,1.24
Nifty500 Shariah,06-01-2016,-,-,-,2158.14,1.71,.08,147721969,5578.31,22.13,3.3,1.24
Nifty500 Shariah,07-01-2016,-,-,-,2106.73,-51.41,-2.38,130607583,5463.33,21.61,3.23,1.27
Nifty500 Shariah,08-01-2016,-,-,-,2119.35,12.62,.6,111823193,4257.69,21.73,3.25,1.27
Nifty500 Shariah,11-01-2016,-,-,-,2111.49,-7.86,-.37,127558720,4601.33,21.65,3.23,1.27
Nifty500 Shariah,12-01-2016,-,-,-,2099,-12.49,-.59,122310507,4677.77,21.53,3.21,1.28
Nifty500 Shariah,13-01-2016,-,-,-,2096.08,-2.92,-.14,177212099,6649.65,21.5,3.21,1.28
Nifty500 Shariah,14-01-2016,-,-,-,2086.06,-10.02,-.48,140341712,5163.85,21.41,3.19,1.29
Nifty500 Shariah,15-01-2016,-,-,-,2059.26,-26.81,-1.29,139632834,5612.2,21.14,3.15,1.3
Nifty500 Shariah,18-01-2016,-,-,-,2016.25,-43.01,-2.09,150011435,5268.1,20.69,3.09,1.33
Nifty500 Shariah,19-01-2016,-,-,-,2036.28,20.03,.99,122071080,4259.22,20.92,3.12,1.32
Nifty500 Shariah,20-01-2016,-,-,-,2002.94,-33.34,-1.64,150963141,5676.49,20.58,3.07,1.34
Nifty500 Shariah,21-01-2016,-,-,-,1981.75,-21.19,-1.06,136099500,5349.97,20.36,3.04,1.35
Nifty500 Shariah,22-01-2016,-,-,-,2022.19,40.44,2.04,106542296,4528.56,20.74,3.1,1.33
Nifty500 Shariah,25-01-2016,-,-,-,2027.23,5.04,.25,90900925,3751.4,20.79,3.11,1.32
Nifty500 Shariah,27-01-2016,-,-,-,2025.25,-1.98,-.1,116558143,4732.36,20.76,3.1,1.32
Nifty500 Shariah,28-01-2016,-,-,-,2028.1,2.86,.14,139610912,6413.87,20.43,3.11,1.32
Nifty500 Shariah,29-01-2016,-,-,-,2066.39,38.28,1.89,117115755,6060.08,20.82,3.17,1.3
Nifty500 Shariah,01-02-2016,-,-,-,2070.38,3.99,.19,104058712,5065.03,20.87,3.17,1.3
Nifty500 Shariah,02-02-2016,-,-,-,2039.72,-30.66,-1.48,108481165,5092.63,20.56,3.13,1.31
Nifty500 Shariah,03-02-2016,-,-,-,2015.19,-24.53,-1.2,161560696,4918.69,20.32,3.09,1.33
Nifty500 Shariah,04-02-2016,-,-,-,2019.86,4.67,.23,136540342,5378.7,20.4,3.09,1.33
Nifty500 Shariah,05-02-2016,-,-,-,2045.53,25.68,1.27,147776544,6369.33,20.66,3.13,1.31
Nifty500 Shariah,08-02-2016,-,-,-,2032.91,-12.62,-.62,97546947,3956.98,20.45,3.11,1.32
Nifty500 Shariah,09-02-2016,-,-,-,2010.33,-22.59,-1.11,105988567,4814.41,20.22,3.08,1.33
Nifty500 Shariah,10-02-2016,-,-,-,1995.17,-15.16,-.75,121568292,5060.46,20.07,3.06,1.34
Nifty500 Shariah,11-02-2016,-,-,-,1936.57,-58.6,-2.94,144602635,5542.89,19.44,2.97,1.38
Nifty500 Shariah,12-02-2016,-,-,-,1921.27,-15.3,-.79,171097346,6247.29,19.27,2.94,1.4
Nifty500 Shariah,15-02-2016,-,-,-,1970.76,49.49,2.58,131395423,5163.86,19.53,3.02,1.36
Nifty500 Shariah,16-02-2016,-,-,-,1940.95,-29.81,-1.51,109782711,4492.84,19.24,2.97,1.38
Nifty500 Shariah,17-02-2016,-,-,-,1955.9,14.94,.77,118106099,4676.54,19.39,3,1.37
Nifty500 Shariah,18-02-2016,-,-,-,1972.31,16.41,.84,113931393,4699.82,19.63,3.02,1.36
Nifty500 Shariah,19-02-2016,-,-,-,1976.54,4.24,.21,101191967,3644.32,19.69,3.03,1.36
Nifty500 Shariah,22-02-2016,-,-,-,1994.82,18.27,.92,95239441,3797.68,19.87,3.06,1.34
Nifty500 Shariah,23-02-2016,-,-,-,1965.75,-29.07,-1.46,103772957,3806.3,19.58,3.01,1.36
Nifty500 Shariah,24-02-2016,-,-,-,1949.53,-16.21,-.82,101011933,3830.36,19.42,2.99,1.38
Nifty500 Shariah,25-02-2016,-,-,-,1937.08,-12.45,-.64,174968895,5783.9,19.29,2.97,1.38
Nifty500 Shariah,26-02-2016,-,-,-,1934.6,-2.48,-.13,88163869,3767.27,19.29,2.98,1.4
Nifty500 Shariah,29-02-2016,-,-,-,1920.82,-13.78,-.71,138119627,6382.17,19.15,2.96,1.41
Nifty500 Shariah,01-03-2016,-,-,-,1971.79,50.97,2.65,131664378,5378.81,19.66,3.04,1.37
Nifty500 Shariah,02-03-2016,-,-,-,2009.48,37.7,1.91,141181268,5755.69,20.03,3.09,1.35
Nifty500 Shariah,03-03-2016,-,-,-,2036.4,26.92,1.34,137840709,5632.74,20.3,3.14,1.33
Nifty500 Shariah,04-03-2016,-,-,-,2037.08,.68,.03,132443735,4811.38,20.31,3.14,1.33
Nifty500 Shariah,08-03-2016,-,-,-,2043.2,6.12,.3,113155518,5131.83,20.37,3.15,1.32
Nifty500 Shariah,09-03-2016,-,-,-,2055.15,11.95,.58,118871792,5118.04,20.49,3.17,1.32
Nifty500 Shariah,10-03-2016,-,-,-,2045.82,-9.33,-.45,104580261,4808.74,20.4,3.15,1.32
Nifty500 Shariah,11-03-2016,-,-,-,2054.46,8.65,.42,98132441,4338.78,20.48,3.16,1.32
Nifty500 Shariah,14-03-2016,-,-,-,2064.12,9.65,.47,89714262,4098.73,20.58,3.18,1.31
Nifty500 Shariah,15-03-2016,-,-,-,2042.85,-21.26,-1.03,86553390,4443.55,20.37,3.15,1.32
Nifty500 Shariah,16-03-2016,-,-,-,2039.22,-3.64,-.18,101988410,4330.62,20.33,3.14,1.33
Nifty500 Shariah,17-03-2016,-,-,-,2048.51,9.29,.46,141705784,5697.14,20.42,3.15,1.32
Nifty500 Shariah,18-03-2016,-,-,-,2065.52,17.01,.83,144626494,6879.51,20.59,3.18,1.31
Nifty500 Shariah,21-03-2016,-,-,-,2086.63,21.11,1.02,107737840,5250.82,20.8,3.21,1.3
Nifty500 Shariah,22-03-2016,-,-,-,2089.92,3.29,.16,131650535,5533.92,20.84,3.22,1.29
Nifty500 Shariah,23-03-2016,-,-,-,2086.58,-3.34,-.16,109200123,4653.48,20.8,3.21,1.3
Nifty500 Shariah,28-03-2016,-,-,-,2063.46,-23.12,-1.11,120836719,5310.02,20.57,3.18,1.31
Nifty500 Shariah,29-03-2016,-,-,-,2059.45,-4.01,-.19,139847508,7257.78,20.53,3.17,1.31
Nifty500 Shariah,30-03-2016,-,-,-,2092.57,33.12,1.61,129874585,6379.38,20.86,3.22,1.29
Nifty500 Shariah,31-03-2016,-,-,-,2099.19,6.61,.32,151361103,8215.48,20.92,3.23,1.29
Nifty500 Shariah,01-04-2016,-,-,-,2083.92,-15.27,-0.73,104592121,4545.68,20.89,3.25,1.29
