Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty Smallcap250 Momentum Quality 100,21-12-2023,-,-,-,40304.22,632.93,1.6,322510564,8666.51,25.6,4.05,1.05
Nifty Smallcap250 Momentum Quality 100,22-12-2023,-,-,-,40826.71,522.5,1.3,393676287,10010.11,25.93,4.1,1.04
Nifty Smallcap250 Momentum Quality 100,26-12-2023,-,-,-,41080.35,253.64,.62,369866444,8854,26.09,4.13,1.03
Nifty Smallcap250 Momentum Quality 100,27-12-2023,-,-,-,41154.45,74.1,.18,288904542,8115.81,26.14,4.14,1.03
Nifty Smallcap250 Momentum Quality 100,28-12-2023,-,-,-,41340.91,186.45,.45,462874212,11025.25,26.25,4.15,1.02
Nifty Smallcap250 Momentum Quality 100,29-12-2023,-,-,-,41504.0,163.09,.39,319224130,8419.52,26.38,4.17,1.02
Nifty Smallcap250 Momentum Quality 100,01-01-2024,-,-,-,41675.13,171.13,.41,319474671,8195.21,26.49,4.19,1.02
Nifty Smallcap250 Momentum Quality 100,02-01-2024,-,-,-,41572.37,-102.75,-.25,332503509,8888.51,26.43,4.18,1.02
Nifty Smallcap250 Momentum Quality 100,03-01-2024,-,-,-,41648.18,75.81,.18,461274796,9520.55,26.47,4.19,1.02
Nifty Smallcap250 Momentum Quality 100,04-01-2024,-,-,-,42145.65,497.47,1.19,440095525,11247.1,26.79,4.24,1.01
Nifty Smallcap250 Momentum Quality 100,05-01-2024,-,-,-,42306.47,160.82,.38,287614994,8436.64,26.89,4.25,1
Nifty Smallcap250 Momentum Quality 100,08-01-2024,-,-,-,41993.87,-312.6,-.74,292255393,7893.39,26.69,4.22,1.01
Nifty Smallcap250 Momentum Quality 100,09-01-2024,-,-,-,42128.15,134.27,.32,299125213,7469.31,26.78,4.24,1.01
Nifty Smallcap250 Momentum Quality 100,10-01-2024,-,-,-,42264.6,136.46,.32,432602297,11420.79,26.87,4.25,1
Nifty Smallcap250 Momentum Quality 100,11-01-2024,-,-,-,42499.3,234.69,.56,377147104,11000.2,27.04,4.27,1
Nifty Smallcap250 Momentum Quality 100,12-01-2024,-,-,-,42661.81,162.51,.38,323147092,9858.03,27.14,4.29,.99
Nifty Smallcap250 Momentum Quality 100,15-01-2024,-,-,-,42871.47,209.66,.49,352563045,9756.97,27.25,4.3,.99
Nifty Smallcap250 Momentum Quality 100,16-01-2024,-,-,-,42923.29,51.82,.12,336417652,10013.91,27.28,4.31,.99
Nifty Smallcap250 Momentum Quality 100,17-01-2024,-,-,-,42573.06,-350.23,-.82,362173101,10851.22,27.02,4.27,1
Nifty Smallcap250 Momentum Quality 100,18-01-2024,-,-,-,42588.54,15.48,.04,376500784,11642.47,26.8,4.28,1
Nifty Smallcap250 Momentum Quality 100,19-01-2024,-,-,-,43173.55,585.01,1.37,457434573,11309.81,27.11,4.33,.98
Nifty Smallcap250 Momentum Quality 100,23-01-2024,-,-,-,42066.3,-1312.92,-3.03,581379756,12796.86,26.36,4.22,1.01
Nifty Smallcap250 Momentum Quality 100,24-01-2024,-,-,-,42897.18,830.87,1.98,551583146,12221.15,26.67,4.31,.99
Nifty Smallcap250 Momentum Quality 100,25-01-2024,-,-,-,43125.72,228.55,.53,584867028,13512.16,26.7,4.33,1
Nifty Smallcap250 Momentum Quality 100,29-01-2024,-,-,-,43745.15,619.42,1.44,507142749,12455.27,26.72,4.39,1.01
Nifty Smallcap250 Momentum Quality 100,30-01-2024,-,-,-,43811.27,66.13,.15,411230348,11458.95,26.73,4.4,1
Nifty Smallcap250 Momentum Quality 100,31-01-2024,-,-,-,44635.71,824.44,1.88,386823042,12084.8,27.2,4.48,.98
Nifty Smallcap250 Momentum Quality 100,01-02-2024,-,-,-,44623.82,-11.89,-.03,519700594,12164.21,27.12,4.48,.98
Nifty Smallcap250 Momentum Quality 100,02-02-2024,-,-,-,45014.18,390.37,.87,727530808,15892.64,27.3,4.52,.99
Nifty Smallcap250 Momentum Quality 100,05-02-2024,-,-,-,45020.72,6.54,.01,623295959,13493.04,27.43,4.52,.99
Nifty Smallcap250 Momentum Quality 100,06-02-2024,-,-,-,45566.22,545.5,1.21,604583257,12538.9,27.67,4.57,.99
Nifty Smallcap250 Momentum Quality 100,07-02-2024,-,-,-,45685.54,119.32,.26,729767526,14130.84,27.74,4.59,.98
Nifty Smallcap250 Momentum Quality 100,08-02-2024,-,-,-,45433.17,-252.37,-.55,444486900,10540.21,27.3,4.56,.98
Nifty Smallcap250 Momentum Quality 100,09-02-2024,-,-,-,44855.14,-578.03,-1.27,372423631,9809.7,26.99,4.5,1.01
Nifty Smallcap250 Momentum Quality 100,12-02-2024,-,-,-,43153.23,-1701.91,-3.79,284348091,8283.52,25.86,4.33,1.04
Nifty Smallcap250 Momentum Quality 100,13-02-2024,-,-,-,43398.77,245.54,.57,355886743,8802.88,26.07,4.36,.92
