Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty India Corporate Group Index - Mahindra Group,29-04-2024,-,-,-,25311.73,156.24,.62,13045989,1313.55,26.21,3.8,1.59
Nifty India Corporate Group Index - Mahindra Group,30-04-2024,-,-,-,25819.58,507.85,2.01,14292165,1748.27,26.59,3.87,1.56
Nifty India Corporate Group Index - Mahindra Group,02-05-2024,-,-,-,26029.07,209.49,.81,11318658,1200.7,26.81,3.9,1.55
Nifty India Corporate Group Index - Mahindra Group,03-05-2024,-,-,-,26009.28,-19.79,-.08,12536940,1341.36,26.79,3.9,1.55
Nifty India Corporate Group Index - Mahindra Group,06-05-2024,-,-,-,26208.16,198.88,.76,11716795,898.7,26.97,3.93,1.54
Nifty India Corporate Group Index - Mahindra Group,07-05-2024,-,-,-,26111.77,-96.39,-.37,14254048,970.94,26.88,3.92,1.55
Nifty India Corporate Group Index - Mahindra Group,08-05-2024,-,-,-,26027.69,-84.08,-.32,11279131,838.82,26.8,3.9,1.55
Nifty India Corporate Group Index - Mahindra Group,09-05-2024,-,-,-,26099.67,71.99,.28,12574837,1375.8,26.87,3.91,1.55
Nifty India Corporate Group Index - Mahindra Group,10-05-2024,-,-,-,25925.42,-174.25,-.67,13042514,1070.12,26.69,3.89,1.56
Nifty India Corporate Group Index - Mahindra Group,13-05-2024,-,-,-,25941.41,15.98,.06,11882360,875.46,26.71,3.89,1.56
Nifty India Corporate Group Index - Mahindra Group,14-05-2024,-,-,-,26616.22,674.81,2.6,8678511,1148.59,27.4,3.99,1.52
Nifty India Corporate Group Index - Mahindra Group,15-05-2024,-,-,-,26845.23,229.01,.86,9278545,894.74,27.64,4.03,1.5
Nifty India Corporate Group Index - Mahindra Group,16-05-2024,-,-,-,27517.65,672.41,2.5,15742955,2474.33,28.33,4.13,1.47
Nifty India Corporate Group Index - Mahindra Group,17-05-2024,-,-,-,28497.13,979.49,3.56,14104546,2815.72,29.34,4.27,1.42
Nifty India Corporate Group Index - Mahindra Group,21-05-2024,-,-,-,28636.06,207.5,.73,8045710,1237.86,29.27,4.3,1.41
Nifty India Corporate Group Index - Mahindra Group,22-05-2024,-,-,-,28738.41,102.36,.36,12904117,1288.63,29.37,4.31,1.4
Nifty India Corporate Group Index - Mahindra Group,23-05-2024,-,-,-,29423.12,684.7,2.38,10483214,1579,30.07,4.41,1.37
Nifty India Corporate Group Index - Mahindra Group,24-05-2024,-,-,-,29167.05,-256.07,-.87,8976002,1121.19,29.81,4.37,1.38
Nifty India Corporate Group Index - Mahindra Group,27-05-2024,-,-,-,28956.51,-210.54,-.72,8032821,1122.55,29.6,4.34,1.39
Nifty India Corporate Group Index - Mahindra Group,28-05-2024,-,-,-,28889.49,-67.01,-.23,6264821,714.79,29.53,4.33,1.4
Nifty India Corporate Group Index - Mahindra Group,29-05-2024,-,-,-,28588.48,-301.01,-1.04,7025992,979.81,29.22,4.29,1.41
Nifty India Corporate Group Index - Mahindra Group,30-05-2024,-,-,-,28037.22,-551.27,-1.93,9829040,1287.97,28.66,4.21,1.44
Nifty India Corporate Group Index - Mahindra Group,31-05-2024,-,-,-,28076.03,38.81,.14,16538931,2893.92,28.7,4.21,1.44
Nifty India Corporate Group Index - Mahindra Group,03-06-2024,-,-,-,29098.11,1022.09,3.64,7417419,971.97,29.74,4.36,1.37
Nifty India Corporate Group Index - Mahindra Group,04-06-2024,-,-,-,28459.72,-638.39,-2.19,17159030,2198.56,29.09,4.27,1.4
Nifty India Corporate Group Index - Mahindra Group,05-06-2024,-,-,-,29915.14,1455.42,5.11,12051607,1649.98,30.58,4.49,1.33
Nifty India Corporate Group Index - Mahindra Group,06-06-2024,-,-,-,29975.41,60.27,.2,13775984,1960.05,30.64,4.5,1.33
Nifty India Corporate Group Index - Mahindra Group,07-06-2024,-,-,-,31460.15,1484.74,4.95,18199760,2801.19,32.16,4.72,1.27
Nifty India Corporate Group Index - Mahindra Group,10-06-2024,-,-,-,30965.65,-494.5,-1.57,9422087,1098.98,31.65,4.64,1.29
Nifty India Corporate Group Index - Mahindra Group,11-06-2024,-,-,-,31269.94,304.29,.98,9184495,1032.38,31.96,4.69,1.27
Nifty India Corporate Group Index - Mahindra Group,12-06-2024,-,-,-,31114.3,-155.63,-.5,12120548,1366.45,31.8,4.67,1.28
Nifty India Corporate Group Index - Mahindra Group,13-06-2024,-,-,-,31754.37,640.07,2.06,10718274,1193,32.46,4.76,1.29
Nifty India Corporate Group Index - Mahindra Group,14-06-2024,-,-,-,32142.57,388.2,1.22,11630535,1485.71,32.85,4.82,1.27
Nifty India Corporate Group Index - Mahindra Group,18-06-2024,-,-,-,32484.95,342.38,1.07,15691118,1924.23,33.2,4.87,1.26
Nifty India Corporate Group Index - Mahindra Group,19-06-2024,-,-,-,32312.38,-172.57,-.53,8480243,1363.68,33.03,4.85,1.27
Nifty India Corporate Group Index - Mahindra Group,20-06-2024,-,-,-,31992.33,-320.05,-.99,13228684,1717.78,32.7,4.76,1.28
Nifty India Corporate Group Index - Mahindra Group,21-06-2024,-,-,-,31807.13,-185.2,-.58,21532126,3642.34,32.51,4.74,1.29
Nifty India Corporate Group Index - Mahindra Group,24-06-2024,-,-,-,32353.51,546.38,1.72,15947627,1346.02,33.07,4.82,1.26
Nifty India Corporate Group Index - Mahindra Group,25-06-2024,-,-,-,32454.83,101.32,.31,8170981,1034.4,33.17,4.83,1.26
Nifty India Corporate Group Index - Mahindra Group,26-06-2024,-,-,-,31980.25,-474.58,-1.46,10494104,1362.43,32.69,4.76,1.28
Nifty India Corporate Group Index - Mahindra Group,27-06-2024,-,-,-,32275.52,295.27,.92,14477771,2719.86,32.99,4.81,1.27
Nifty India Corporate Group Index - Mahindra Group,28-06-2024,-,-,-,32097.23,-178.29,-.55,10469933,1291.18,32.81,4.78,1.29
Nifty India Corporate Group Index - Mahindra Group,01-07-2024,-,-,-,32472.12,374.89,1.17,9790091,1244.47,33.2,4.84,1.28
Nifty India Corporate Group Index - Mahindra Group,02-07-2024,-,-,-,32390.64,-81.48,-.25,7671096,911,33.11,4.82,1.28
Nifty India Corporate Group Index - Mahindra Group,03-07-2024,-,-,-,32509.69,119.04,.37,9388030,670.24,33.23,4.84,1.28
Nifty India Corporate Group Index - Mahindra Group,04-07-2024,-,-,-,32549.06,39.38,.12,7649778,806.91,33.27,4.85,1.28
Nifty India Corporate Group Index - Mahindra Group,05-07-2024,-,-,-,32465.1,-83.96,-.26,9519181,1039,33.19,4.83,1.73
Nifty India Corporate Group Index - Mahindra Group,08-07-2024,-,-,-,32290.96,-174.15,-.54,5421600,714.43,33.01,4.81,1.72
Nifty India Corporate Group Index - Mahindra Group,09-07-2024,-,-,-,32831.36,540.4,1.67,6152313,1089.5,33.56,4.89,1.69
Nifty India Corporate Group Index - Mahindra Group,10-07-2024,-,-,-,31410.71,-1420.65,-4.33,18551256,4213.57,32.11,4.68,1.76
Nifty India Corporate Group Index - Mahindra Group,11-07-2024,-,-,-,31185.85,-224.86,-.72,11738379,1582.75,31.88,4.64,1.78
Nifty India Corporate Group Index - Mahindra Group,12-07-2024,-,-,-,31414.41,228.57,.73,11600202,1747.94,32.11,4.68,1.77
Nifty India Corporate Group Index - Mahindra Group,15-07-2024,-,-,-,31585.67,171.26,.55,9312197,1073.58,32.29,4.29,1.41
Nifty India Corporate Group Index - Mahindra Group,16-07-2024,-,-,-,31911.15,325.48,1.03,9356031,996.83,32.58,4.33,1.53
Nifty India Corporate Group Index - Mahindra Group,18-07-2024,-,-,-,32455.18,544.03,1.7,10218479,1737.67,33.13,4.41,1.5
Nifty India Corporate Group Index - Mahindra Group,19-07-2024,-,-,-,31755.31,-699.87,-2.16,7400711,1069.81,32.27,4.33,2.02
Nifty India Corporate Group Index - Mahindra Group,22-07-2024,-,-,-,32191.3,436.0,1.37,6441034,1036.9,32.71,4.38,1.32
Nifty India Corporate Group Index - Mahindra Group,23-07-2024,-,-,-,32317.15,125.84,.39,9060997,1156.47,32.83,4.4,1.32
Nifty India Corporate Group Index - Mahindra Group,24-07-2024,-,-,-,32496.37,179.22,.55,13308030,1337.32,33.01,4.42,1.31
Nifty India Corporate Group Index - Mahindra Group,25-07-2024,-,-,-,32434.58,-61.79,-.19,12392951,1294.02,32.7,4.42,1.31
Nifty India Corporate Group Index - Mahindra Group,26-07-2024,-,-,-,33067.04,632.46,1.95,14576542,1982.08,33.31,4.5,1.29
Nifty India Corporate Group Index - Mahindra Group,29-07-2024,-,-,-,33334.28,267.25,.81,8142312,1118.4,33.27,4.54,1.28
Nifty India Corporate Group Index - Mahindra Group,30-07-2024,-,-,-,33368.13,33.85,.1,8063567,1086.05,33.3,4.54,1.28
Nifty India Corporate Group Index - Mahindra Group,31-07-2024,-,-,-,33321.89,-46.24,-.14,8458716,1692.22,33.25,4.54,1.28
Nifty India Corporate Group Index - Mahindra Group,01-08-2024,-,-,-,32731.26,-590.63,-1.77,10308102,1757.32,32.67,4.46,1.3
