Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty Private Bank,05-01-2016,-,-,-,9160.37,-7.99,-.09,21857841,835.63,17.85,2.86,1.08
Nifty Private Bank,06-01-2016,-,-,-,9086.96,-73.41,-.8,29134208,1042.2,17.71,2.83,1.09
Nifty Private Bank,07-01-2016,-,-,-,8894.71,-192.25,-2.12,43454279,1579.85,17.33,2.77,1.11
Nifty Private Bank,08-01-2016,-,-,-,8944.82,50.11,.56,31875743,1181.52,17.43,2.79,1.11
Nifty Private Bank,11-01-2016,-,-,-,8899.55,-45.27,-.51,33426701,1227.42,17.33,2.77,1.11
Nifty Private Bank,12-01-2016,-,-,-,8743.31,-156.24,-1.76,63527592,1725.37,17.03,2.72,1.13
Nifty Private Bank,13-01-2016,-,-,-,8820.63,77.32,.88,67906554,2051.56,17.18,2.75,1.12
Nifty Private Bank,14-01-2016,-,-,-,8666.2,-154.42,-1.75,46719739,1500.02,16.88,2.7,1.14
Nifty Private Bank,15-01-2016,-,-,-,8468.07,-198.13,-2.29,52817185,1616.34,16.49,2.64,1.17
Nifty Private Bank,18-01-2016,-,-,-,8370.94,-97.13,-1.15,60712526,1909.6,16.3,2.61,1.18
Nifty Private Bank,19-01-2016,-,-,-,8525.27,154.33,1.84,44542491,1611.31,16.53,2.66,1.16
Nifty Private Bank,20-01-2016,-,-,-,8369.69,-155.58,-1.82,45239547,1677.37,16.23,2.61,1.18
Nifty Private Bank,21-01-2016,-,-,-,8468.37,98.69,1.18,57197922,2108.03,16.42,2.64,1.17
Nifty Private Bank,22-01-2016,-,-,-,8682.76,214.39,2.53,41955284,1495.44,16.71,2.7,1.14
Nifty Private Bank,25-01-2016,-,-,-,8720.07,37.3,.43,34736839,1324.3,16.78,2.72,1.14
Nifty Private Bank,27-01-2016,-,-,-,8693.72,-26.34,-.3,30248797,1039.68,16.73,2.71,1.14
Nifty Private Bank,28-01-2016,-,-,-,8587.04,-106.68,-1.23,48001390,1669.92,16.53,2.68,1.15
Nifty Private Bank,29-01-2016,-,-,-,8715.39,128.35,1.49,86857856,3199.21,16.77,2.71,1.14
Nifty Private Bank,01-02-2016,-,-,-,8621.81,-93.58,-1.07,64209298,2354.68,16.53,2.69,1.15
Nifty Private Bank,02-02-2016,-,-,-,8475.1,-146.71,-1.7,57331939,1936.5,16.19,2.64,1.17
Nifty Private Bank,03-02-2016,-,-,-,8342.07,-133.03,-1.57,44303264,1586.81,15.93,2.6,1.19
Nifty Private Bank,04-02-2016,-,-,-,8372.65,30.58,.37,52220567,1748.35,15.99,2.61,1.18
Nifty Private Bank,05-02-2016,-,-,-,8533.23,160.58,1.92,57652111,1902.87,16.3,2.66,1.16
Nifty Private Bank,08-02-2016,-,-,-,8446.45,-86.78,-1.02,39837443,1432.46,16.13,2.63,1.17
Nifty Private Bank,09-02-2016,-,-,-,8379.7,-66.75,-.79,38276867,1363.09,16,2.61,1.18
Nifty Private Bank,10-02-2016,-,-,-,8250.41,-129.29,-1.54,46946087,1673.83,15.76,2.57,1.2
Nifty Private Bank,11-02-2016,-,-,-,7923.34,-327.07,-3.96,57941308,1915.88,15.13,2.47,1.25
Nifty Private Bank,12-02-2016,-,-,-,7906.76,-16.58,-.21,85360119,2891.36,15.1,2.46,1.25
Nifty Private Bank,15-02-2016,-,-,-,8127.01,220.25,2.79,58463138,2038.33,15.43,2.53,1.22
Nifty Private Bank,16-02-2016,-,-,-,8013.42,-113.59,-1.4,44094811,1576.98,15.22,2.5,1.24
Nifty Private Bank,17-02-2016,-,-,-,7955.73,-57.69,-.72,49665588,1649.78,15.11,2.48,1.25
Nifty Private Bank,18-02-2016,-,-,-,8053.51,97.78,1.23,54324795,1648.09,15.29,2.51,1.23
Nifty Private Bank,19-02-2016,-,-,-,8047.46,-6.05,-.08,40182723,1242.32,15.28,2.51,1.23
Nifty Private Bank,22-02-2016,-,-,-,8083.19,35.72,.44,33258710,1053.07,15.35,2.52,1.23
Nifty Private Bank,23-02-2016,-,-,-,7882.96,-200.23,-2.48,41528722,1420.54,14.97,2.46,1.26
Nifty Private Bank,24-02-2016,-,-,-,7768.77,-114.18,-1.45,44549626,1431.12,14.75,2.42,1.28
Nifty Private Bank,25-02-2016,-,-,-,7632.43,-136.34,-1.75,66864487,1786.73,14.49,2.38,1.3
Nifty Private Bank,26-02-2016,-,-,-,7753.76,121.33,1.59,44993096,1369.83,14.4,2.35,1.33
Nifty Private Bank,29-02-2016,-,-,-,7840.68,86.92,1.12,139766400,4842.51,14.56,2.37,1.31
Nifty Private Bank,01-03-2016,-,-,-,8137.78,297.1,3.79,52176889,1681.84,15.12,2.46,1.27
Nifty Private Bank,02-03-2016,-,-,-,8475.2,337.41,4.15,68323413,2323.89,15.74,2.57,1.22
Nifty Private Bank,03-03-2016,-,-,-,8517.84,42.64,.5,47902826,1753.38,15.82,2.58,1.21
Nifty Private Bank,04-03-2016,-,-,-,8585.44,67.6,.79,47211342,1523.32,15.95,2.6,1.2
Nifty Private Bank,08-03-2016,-,-,-,8494.71,-90.73,-1.06,34710917,1272.42,15.78,2.57,1.21
Nifty Private Bank,09-03-2016,-,-,-,8575.64,80.93,.95,40453112,1570.92,15.93,2.6,1.2
Nifty Private Bank,10-03-2016,-,-,-,8530.13,-45.51,-.53,30035125,1221.88,15.84,2.58,1.21
Nifty Private Bank,11-03-2016,-,-,-,8508.54,-21.58,-.25,36220446,1531.48,15.8,2.58,1.21
Nifty Private Bank,14-03-2016,8595.1,8661.8,8549.25,8581.4,72.86,.86,33519653,1213.4,15.94,2.6,1.2
Nifty Private Bank,15-03-2016,8602.55,8633.55,8574.25,8596.3,14.9,.17,35839946,1387.14,15.97,2.6,1.2
Nifty Private Bank,16-03-2016,8578.85,8707.9,8517.2,8690.55,94.25,1.1,37523048,1409.96,16.14,2.63,1.19
Nifty Private Bank,17-03-2016,8779.25,8833.5,8618.1,8694.55,4,.05,63610851,2208,16.15,2.63,1.18
Nifty Private Bank,18-03-2016,8712.65,8816.7,8702.6,8803.75,109.2,1.26,35958002,1315.23,16.35,2.67,1.17
Nifty Private Bank,21-03-2016,8840.85,8949.9,8838.7,8939.05,135.3,1.54,32834376,1340.44,16.6,2.71,1.15
Nifty Private Bank,22-03-2016,8940.85,8948.9,8850.85,8932.9,-6.15,-.07,29384725,1185.71,16.59,2.71,1.15
Nifty Private Bank,23-03-2016,8901.9,8935.85,8868,8915,-17.9,-.2,36080165,1535.87,16.56,2.7,1.16
